asset_id,section_id,section_name,section_class,asset_type,age_years,base_wear_index,historical_failures,maintenance_frequency_per_year,last_service_date,days_since_last_service,previous_maintenance_outcome,vibration_mm_s,rail_wear_mm,ultrasonic_flaw_score,track_geometry_deviation_mm,critical_defects_180d,major_defects_180d,open_defects,maintenance_count_365d,deferred_count,emergency_count,avg_duration_minutes,failure_probability,urgency_score,health_score,track_section
AST-244,SEC-005,Sahibabad - Ghaziabad UP,UP,rail,12.58,13.0,0.0,1,2025-11-07 05:16:00,266,COMPLETED,0.5,0.0,0.0,-2.0,0.0,0.0,0.0,1,0,0,300.0,0.0100922045466129,1.0092204546612975,84.52599929116812,SEC-005
AST-246,SEC-005,Sahibabad - Ghaziabad UP,UP,rail,5.62,40.0,0.0,3,2026-02-06 04:36:00,175,COMPLETED,0.75,0.0,0.0,3.0,0.0,0.0,0.0,3,0,1,200.0,0.1198968052036538,11.989680520365388,77.21250275963462,SEC-005
AST-250,SEC-005,Sahibabad - Ghaziabad UP,UP,sleeper,4.71,7.000000000000001,0.0,1,2026-07-01 04:29:00,30,COMPLETED,0.25,0.0,0.0,1.0,0.0,0.0,0.0,1,0,0,300.0,0.0172697049761966,1.7269704976196687,95.65348528450076,SEC-005
AST-258,SEC-001,Delhi Main - Delhi Shahdara UP,UP,sleeper,5.28,15.0,0.0,1,2025-12-17 04:30:00,226,COMPLETED,0.75,0.0,0.0,3.0,0.0,0.0,0.0,1,0,0,300.0,0.0119039614986507,1.1903961498650708,84.8289051512832,SEC-001
AST-261,SEC-003,Delhi Shahdara - Sahibabad UP,UP,track,11.46,21.0,0.0,2,2025-10-07 04:51:00,297,COMPLETED,0.75,0.0,0.0,3.0,0.0,0.0,0.0,2,0,0,180.0,0.0098187641291098,0.9818764129109814,80.41023342541989,SEC-003
AST-262,SEC-006,Sahibabad - Ghaziabad DOWN,DOWN,rail,4.75,22.0,0.0,1,2026-01-19 04:39:00,193,COMPLETED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,300.0,0.0096264284197309,0.9626428419730932,84.5624301675869,SEC-006
AST-263,SEC-001,Delhi Main - Delhi Shahdara UP,UP,track,12.35,24.0,0.0,1,2025-11-01 05:00:00,272,COMPLETED,0.25,0.0,0.0,1.0,0.0,0.0,0.0,1,0,0,300.0,0.0119039614986507,1.1903961498650708,80.8663709453063,SEC-001
AST-268,SEC-002,Delhi Main - Delhi Shahdara DOWN,DOWN,sleeper,7.93,3.0,0.0,1,2026-07-09 05:29:00,22,COMPLETED,0.25,0.0,0.0,1.0,0.0,0.0,0.0,1,0,0,300.0,0.0172697049761966,1.7269704976196687,96.34515972379585,SEC-002
AST-270,SEC-005,Sahibabad - Ghaziabad UP,UP,sleeper,10.97,23.0,0.0,2,2026-02-02 04:48:00,179,COMPLETED,0.5,0.0,0.0,2.0,0.0,0.0,0.0,2,0,1,270.0,0.0500404183172485,5.004041831724859,82.68301792545645,SEC-005
AST-277,SEC-001,Delhi Main - Delhi Shahdara UP,UP,track,12.46,4.0,1.0,3,2026-05-15 00:48:00,77,COMPLETED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,160.0,0.6729170432324909,67.29170432324909,93.64665703054224,SEC-001
AST-282,SEC-001,Delhi Main - Delhi Shahdara UP,UP,track,6.37,9.0,0.0,1,2025-10-08 05:37:00,296,COMPLETED,0.75,0.0,0.0,3.0,0.0,0.0,0.0,1,0,0,300.0,0.0119039614986507,1.1903961498650708,84.51617357233117,SEC-001
AST-284,SEC-002,Delhi Main - Delhi Shahdara DOWN,DOWN,sleeper,9.97,26.0,0.0,1,2025-11-21 04:49:00,252,COMPLETED,0.75,0.0,0.0,3.0,0.0,0.0,0.0,1,0,0,300.0,0.0119039614986507,1.1903961498650708,80.02268675319733,SEC-002
AST-286,SEC-004,Delhi Shahdara - Sahibabad DOWN,DOWN,track,4.87,12.0,0.0,1,2025-10-07 04:53:00,297,COMPLETED,1.0,0.0,0.0,4.0,0.0,0.0,0.0,1,0,0,300.0,0.0119039614986507,1.1903961498650708,83.69249398828072,SEC-004
AST-289,SEC-006,Sahibabad - Ghaziabad DOWN,DOWN,sleeper,4.99,16.0,0.0,1,2025-09-28 05:08:00,306,COMPLETED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,300.0,0.0096264284197309,0.9626428419730932,82.17723163631085,SEC-006
AST-292,SEC-001,Delhi Main - Delhi Shahdara UP,UP,rail,5.28,25.0,0.0,1,2026-01-26 04:45:00,186,COMPLETED,1.0,0.0,0.0,4.0,0.0,0.0,0.0,1,0,0,300.0,0.0119039614986507,1.1903961498650708,83.99539505292202,SEC-001
AST-295,SEC-006,Sahibabad - Ghaziabad DOWN,DOWN,rail,12.67,13.0,0.0,2,2026-05-24 04:59:00,68,COMPLETED,0.75,0.0,0.0,3.0,0.0,0.0,0.0,2,0,0,210.0,0.009459610880688,0.9459610880688044,92.9639298410764,SEC-006
AST-298,SEC-002,Delhi Main - Delhi Shahdara DOWN,DOWN,turnout,9.26,43.0,0.0,2,2026-06-27 04:48:00,34,COMPLETED,0.5,0.0,0.0,2.0,0.0,0.0,0.0,2,0,1,270.0,0.0615849317213512,6.158493172135129,81.95922633145098,SEC-002
AST-301,SEC-001,Delhi Main - Delhi Shahdara UP,UP,turnout,5.01,26.0,0.0,1,2025-08-31 05:18:00,334,COMPLETED,0.25,0.0,0.0,1.0,0.0,0.0,0.0,1,0,0,300.0,0.0119039614986507,1.1903961498650708,77.18208089946458,SEC-001
AST-307,SEC-004,Delhi Shahdara - Sahibabad DOWN,DOWN,sleeper,10.84,13.0,0.0,1,2025-10-14 05:22:00,290,COMPLETED,0.25,0.0,0.0,1.0,0.0,0.0,0.0,1,0,0,300.0,0.0119039614986507,1.1903961498650708,83.57108466663439,SEC-004
AST-308,SEC-003,Delhi Shahdara - Sahibabad UP,UP,turnout,12.68,19.0,0.0,1,2026-06-08 05:41:00,53,COMPLETED,0.5,0.0,0.0,2.0,0.0,0.0,0.0,1,0,0,300.0,0.0125421945890639,1.2542194589063915,91.00990508070268,SEC-003
AST-309,SEC-006,Sahibabad - Ghaziabad DOWN,DOWN,track,4.74,36.0,0.0,1,2026-07-30 05:17:00,1,COMPLETED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,300.0,0.0156137753110462,1.56137753110462,87.34956664074468,SEC-006
AST-310,SEC-003,Delhi Shahdara - Sahibabad UP,UP,sleeper,11.36,22.0,0.0,2,2026-07-03 04:38:00,28,COMPLETED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,180.0,0.0104937859320556,1.04937859320556,91.2865179184046,SEC-003
AST-314,SEC-006,Sahibabad - Ghaziabad DOWN,DOWN,sleeper,5.43,6.0,0.0,1,2025-10-24 05:19:00,280,COMPLETED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,300.0,0.0096264284197309,0.9626428419730932,86.48091377231019,SEC-006
AST-317,SEC-002,Delhi Main - Delhi Shahdara DOWN,DOWN,sleeper,5.54,42.0,0.0,1,2025-12-16 04:42:00,227,COMPLETED,0.75,0.0,0.0,3.0,0.0,0.0,0.0,1,0,0,300.0,0.0119039614986507,1.1903961498650708,76.54887731975177,SEC-002
AST-318,SEC-001,Delhi Main - Delhi Shahdara UP,UP,turnout,10.05,11.0,0.0,1,2026-07-08 04:49:00,23,COMPLETED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,300.0,0.012720495139917,1.2720495139917027,94.60956682227037,SEC-001
AST-323,SEC-005,Sahibabad - Ghaziabad UP,UP,sleeper,12.39,7.000000000000001,0.0,1,2026-03-14 05:07:00,139,COMPLETED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,300.0,0.0096264284197309,0.9626428419730932,91.44051803366384,SEC-005
AST-330,SEC-003,Delhi Shahdara - Sahibabad UP,UP,rail,9.75,4.0,0.0,1,2026-07-02 05:03:00,29,COMPLETED,0.5,0.0,0.0,2.0,0.0,0.0,0.0,1,0,0,300.0,0.0172697049761966,1.7269704976196687,95.73091920272256,SEC-003
AST-331,SEC-001,Delhi Main - Delhi Shahdara UP,UP,sleeper,6.49,51.0,0.0,1,2026-01-30 04:54:00,182,COMPLETED,0.75,0.0,0.0,3.0,0.0,0.0,0.0,1,0,0,300.0,0.0119039614986507,1.1903961498650708,74.87008768322477,SEC-001
AST-334,SEC-001,Delhi Main - Delhi Shahdara UP,UP,turnout,11.29,31.0,0.0,3,2026-06-17 04:58:00,44,COMPLETED,0.75,0.0,0.0,3.0,0.0,0.0,0.0,3,1,0,180.0,0.0960145913012911,9.601459130129118,85.99124380032384,SEC-001
AST-335,SEC-002,Delhi Main - Delhi Shahdara DOWN,DOWN,rail,9.3,16.0,0.0,1,2025-08-20 04:43:00,345,COMPLETED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,300.0,0.0096264284197309,0.9626428419730932,80.81941896787296,SEC-002
AST-337,SEC-001,Delhi Main - Delhi Shahdara UP,UP,track,5.68,33.0,0.0,1,2026-07-03 04:36:00,28,COMPLETED,0.25,0.0,0.0,1.0,0.0,0.0,0.0,1,0,0,300.0,0.0172697049761966,1.7269704976196687,87.2225581739621,SEC-001
AST-339,SEC-001,Delhi Main - Delhi Shahdara UP,UP,turnout,8.71,28.000000000000004,1.0,3,2026-03-16 02:29:00,137,COMPLETED,0.25,0.0,20.0,1.0,0.0,1.0,0.0,3,1,0,180.0,0.8585249960203687,85.85249960203687,78.52709799871721,SEC-001
AST-343,SEC-002,Delhi Main - Delhi Shahdara DOWN,DOWN,sleeper,4.96,5.0,0.0,1,2026-02-01 05:32:00,180,COMPLETED,0.5,0.0,0.0,2.0,0.0,0.0,0.0,1,0,0,300.0,0.0119039614986507,1.1903961498650708,90.59974904314468,SEC-002
AST-346,SEC-003,Delhi Shahdara - Sahibabad UP,UP,sleeper,4.18,3.0,0.0,1,2025-09-26 04:27:00,308,COMPLETED,0.5,0.0,0.0,2.0,0.0,0.0,0.0,1,0,0,300.0,0.0119039614986507,1.1903961498650708,86.3699993792749,SEC-003
AST-347,SEC-003,Delhi Shahdara - Sahibabad UP,UP,track,11.37,12.0,0.0,1,2026-06-22 04:42:00,39,COMPLETED,0.25,0.0,0.0,1.0,0.0,0.0,0.0,1,0,0,300.0,0.014787204756386,1.478720475638609,94.07881152557552,SEC-003
AST-349,SEC-006,Sahibabad - Ghaziabad DOWN,DOWN,turnout,12.74,7.000000000000001,0.0,1,2025-09-09 05:40:00,325,COMPLETED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,300.0,0.0081584449529113,0.815844495291137,84.33707715260134,SEC-006
AST-351,SEC-001,Delhi Main - Delhi Shahdara UP,UP,sleeper,4.49,9.0,0.0,1,2026-05-30 04:49:00,62,COMPLETED,0.75,0.0,0.0,3.0,0.0,0.0,0.0,1,0,0,300.0,0.0111590845270025,1.1159084527002596,94.33601370450953,SEC-001
AST-353,SEC-003,Delhi Shahdara - Sahibabad UP,UP,sleeper,11.25,24.0,0.0,1,2026-01-25 05:11:00,187,COMPLETED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,300.0,0.0096264284197309,0.9626428419730932,84.0497014629162,SEC-003
AST-354,SEC-001,Delhi Main - Delhi Shahdara UP,UP,turnout,7.72,22.0,0.0,2,2026-06-16 05:26:00,45,COMPLETED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,180.0,0.0089764193238922,0.8976419323892284,90.42583840552916,SEC-001
AST-355,SEC-004,Delhi Shahdara - Sahibabad DOWN,DOWN,turnout,12.33,13.0,0.0,1,2026-01-11 05:10:00,201,COMPLETED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,300.0,0.0096264284197309,0.9626428419730932,87.94895231364976,SEC-004
AST-360,SEC-005,Sahibabad - Ghaziabad UP,UP,sleeper,5.87,14.000000000000002,0.0,1,2025-09-28 04:28:00,306,COMPLETED,0.5,0.0,0.0,2.0,0.0,0.0,0.0,1,0,0,300.0,0.0119039614986507,1.1903961498650708,82.48183690076299,SEC-005
AST-367,SEC-006,Sahibabad - Ghaziabad DOWN,DOWN,rail,8.16,6.0,1.0,2,2026-04-25 01:23:00,97,COMPLETED,0.75,0.0,0.0,3.0,0.0,0.0,0.0,2,0,0,180.0,0.3980145857296085,39.80145857296085,91.51525143879444,SEC-006
AST-368,SEC-005,Sahibabad - Ghaziabad UP,UP,track,8.11,24.0,0.0,2,2026-05-09 05:37:00,83,COMPLETED,1.0,0.0,0.0,4.0,0.0,0.0,0.0,2,0,1,240.0,0.0470227599829209,4.702275998292094,86.33344741102175,SEC-005
AST-369,SEC-002,Delhi Main - Delhi Shahdara DOWN,DOWN,turnout,4.29,9.0,0.0,1,2025-12-06 04:38:00,237,COMPLETED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,300.0,0.0096264284197309,0.9626428419730932,86.51230245264341,SEC-002
AST-371,SEC-006,Sahibabad - Ghaziabad DOWN,DOWN,turnout,10.86,23.0,0.0,1,2026-01-21 05:16:00,191,COMPLETED,0.25,0.0,0.0,1.0,0.0,0.0,0.0,1,0,0,300.0,0.0119039614986507,1.1903961498650708,84.03210376575342,SEC-006
AST-372,SEC-002,Delhi Main - Delhi Shahdara DOWN,DOWN,sleeper,4.83,16.0,1.0,3,2026-04-28 01:17:00,94,COMPLETED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,1,180.0,0.7952825359318549,79.5282535931855,85.19537632223403,SEC-002
AST-376,SEC-005,Sahibabad - Ghaziabad UP,UP,turnout,6.25,32.0,0.0,1,2025-09-05 05:30:00,329,COMPLETED,0.25,0.0,0.0,1.0,0.0,0.0,0.0,1,0,0,300.0,0.0119039614986507,1.1903961498650708,75.4063777291939,SEC-005
AST-379,SEC-006,Sahibabad - Ghaziabad DOWN,DOWN,sleeper,9.89,6.0,0.0,1,2026-01-23 04:52:00,189,COMPLETED,0.25,0.0,0.0,1.0,0.0,0.0,0.0,1,0,0,300.0,0.0119039614986507,1.1903961498650708,89.94887993372016,SEC-006
AST-382,SEC-002,Delhi Main - Delhi Shahdara DOWN,DOWN,rail,4.62,42.0,0.0,1,2026-03-16 04:59:00,137,COMPLETED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,300.0,0.0096264284197309,0.9626428419730932,79.89795029335255,SEC-002
AST-384,SEC-003,Delhi Shahdara - Sahibabad UP,UP,rail,9.82,32.0,0.0,1,2026-01-29 05:10:00,183,COMPLETED,0.25,0.0,0.0,1.0,0.0,0.0,0.0,1,0,0,300.0,0.0119039614986507,1.1903961498650708,81.40649726618817,SEC-003
AST-388,SEC-005,Sahibabad - Ghaziabad UP,UP,turnout,4.32,10.0,0.0,1,2025-10-21 05:18:00,283,COMPLETED,0.25,0.0,0.0,1.0,0.0,0.0,0.0,1,0,0,300.0,0.0119039614986507,1.1903961498650708,85.01534734525715,SEC-005
AST-389,SEC-006,Sahibabad - Ghaziabad DOWN,DOWN,turnout,10.41,23.0,0.0,1,2026-01-17 05:28:00,195,COMPLETED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,300.0,0.0096264284197309,0.9626428419730932,83.98429785436402,SEC-006
AST-391,SEC-004,Delhi Shahdara - Sahibabad DOWN,DOWN,turnout,11.68,25.0,0.0,2,2026-02-23 05:04:00,158,COMPLETED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,1,270.0,0.0407674456809546,4.076744568095465,83.34569908660112,SEC-004
AST-394,SEC-006,Sahibabad - Ghaziabad DOWN,DOWN,turnout,7.87,8.0,0.0,1,2026-01-06 05:13:00,206,COMPLETED,0.25,0.0,0.0,1.0,0.0,0.0,0.0,1,0,0,300.0,0.0119039614986507,1.1903961498650708,89.37799843286555,SEC-006
AST-396,SEC-001,Delhi Main - Delhi Shahdara UP,UP,sleeper,6.78,17.0,0.0,3,2026-01-11 05:09:00,201,COMPLETED,0.75,0.0,0.0,3.0,0.0,0.0,0.0,3,1,0,180.0,0.5963322602443397,59.63322602443397,85.51493730207214,SEC-001
AST-397,SEC-003,Delhi Shahdara - Sahibabad UP,UP,track,10.9,25.0,0.0,1,2026-07-14 05:32:00,17,COMPLETED,0.75,0.0,0.0,3.0,0.0,0.0,0.0,1,0,0,300.0,0.0231628457884568,2.3162845788456803,90.8506402582384,SEC-003
AST-399,SEC-004,Delhi Shahdara - Sahibabad DOWN,DOWN,rail,9.23,17.0,0.0,1,2026-03-23 05:41:00,130,COMPLETED,0.25,0.0,0.0,1.0,0.0,0.0,0.0,1,0,0,300.0,0.0119039614986507,1.1903961498650708,88.707875336975,SEC-004
AST-402,SEC-005,Sahibabad - Ghaziabad UP,UP,sleeper,11.33,29.0,0.0,1,2026-02-10 04:48:00,171,COMPLETED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,300.0,0.0096264284197309,0.9626428419730932,82.6895228473004,SEC-005
AST-405,SEC-001,Delhi Main - Delhi Shahdara UP,UP,sleeper,6.18,5.0,0.0,1,2025-09-05 05:32:00,329,COMPLETED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,300.0,0.0096264284197309,0.9626428419730932,84.65108970439347,SEC-001
AST-406,SEC-001,Delhi Main - Delhi Shahdara UP,UP,turnout,9.05,3.0,0.0,1,2025-11-09 04:41:00,264,COMPLETED,0.75,0.0,0.0,3.0,0.0,0.0,0.0,1,0,0,300.0,0.0119039614986507,1.1903961498650708,87.43053090872401,SEC-001
AST-408,SEC-004,Delhi Shahdara - Sahibabad DOWN,DOWN,track,7.8,12.0,0.0,1,2025-12-31 04:56:00,212,COMPLETED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,300.0,0.0096264284197309,0.9626428419730932,88.03354038173678,SEC-004
AST-411,SEC-005,Sahibabad - Ghaziabad UP,UP,sleeper,10.8,37.0,0.0,1,2026-07-26 05:12:00,5,COMPLETED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,300.0,0.0170882501772338,1.708825017723389,86.79460323175593,SEC-005
AST-413,SEC-005,Sahibabad - Ghaziabad UP,UP,turnout,9.71,32.0,0.0,1,2026-06-14 04:36:00,47,COMPLETED,0.5,0.0,0.0,-2.0,0.0,0.0,0.0,1,0,0,300.0,0.0134558794817913,1.345587948179131,86.64531717398708,SEC-005
AST-415,SEC-004,Delhi Shahdara - Sahibabad DOWN,DOWN,track,12.93,57.99999999999999,0.0,1,2025-10-19 05:23:00,285,COMPLETED,0.5,0.0,0.0,2.0,0.0,0.0,0.0,1,0,0,300.0,0.0100922045466129,1.0092204546612975,68.46190204152332,SEC-004
AST-420,SEC-002,Delhi Main - Delhi Shahdara DOWN,DOWN,track,7.52,17.0,0.0,1,2026-03-15 05:08:00,138,COMPLETED,0.25,0.0,0.0,1.0,0.0,0.0,0.0,1,0,0,300.0,0.0119039614986507,1.1903961498650708,88.08094538707921,SEC-002
AST-423,SEC-005,Sahibabad - Ghaziabad UP,UP,rail,11.43,29.0,0.0,1,2026-05-28 04:53:00,64,COMPLETED,0.5,0.0,0.0,-2.0,0.0,0.0,0.0,1,0,0,300.0,0.0111590845270025,1.1159084527002596,87.92420074227749,SEC-005
AST-428,SEC-003,Delhi Shahdara - Sahibabad UP,UP,turnout,11.74,28.000000000000004,1.0,2,2026-05-14 01:42:00,78,COMPLETED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,180.0,0.3478720942014884,34.78720942014884,84.63600954595826,SEC-003
AST-431,SEC-003,Delhi Shahdara - Sahibabad UP,UP,sleeper,5.64,5.0,0.0,1,2025-08-31 05:04:00,334,COMPLETED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,300.0,0.0096264284197309,0.9626428419730932,84.6032262494541,SEC-003
AST-432,SEC-006,Sahibabad - Ghaziabad DOWN,DOWN,turnout,8.96,86.0,1.0,2,2026-07-19 05:51:00,12,COMPLETED,0.5,0.0,40.0,2.0,1.0,0.0,0.0,2,0,1,270.0,0.9648564708272924,96.48564708272926,56.94471881362765,SEC-006
AST-434,SEC-002,Delhi Main - Delhi Shahdara DOWN,DOWN,turnout,12.31,19.0,0.0,1,2025-10-07 05:10:00,297,COMPLETED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,300.0,0.0096264284197309,0.9626428419730932,80.89340839975628,SEC-002
AST-436,SEC-001,Delhi Main - Delhi Shahdara UP,UP,rail,7.7,35.0,0.0,1,2026-05-14 04:58:00,78,COMPLETED,1.0,0.0,0.0,4.0,0.0,0.0,0.0,1,0,0,300.0,0.0111590845270025,1.1159084527002596,85.45109285416142,SEC-001
AST-440,SEC-006,Sahibabad - Ghaziabad DOWN,DOWN,track,10.0,13.0,0.0,3,2026-01-08 04:28:00,204,COMPLETED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,0,180.0,0.3871832407765965,38.71832407765965,86.54612554277733,SEC-006
AST-444,SEC-003,Delhi Shahdara - Sahibabad UP,UP,track,11.19,12.0,0.0,1,2026-07-08 04:48:00,23,COMPLETED,0.25,0.0,0.0,-1.0,0.0,0.0,0.0,1,0,0,300.0,0.0157184405086508,1.5718440508650864,94.33770402286108,SEC-003
AST-446,SEC-003,Delhi Shahdara - Sahibabad UP,UP,track,9.14,13.0,0.0,1,2026-02-15 04:58:00,166,COMPLETED,0.75,0.0,0.0,3.0,0.0,0.0,0.0,1,0,0,300.0,0.0119039614986507,1.1903961498650708,88.87432897382554,SEC-003
AST-448,SEC-002,Delhi Main - Delhi Shahdara DOWN,DOWN,rail,11.16,40.0,0.0,1,2026-05-14 04:58:00,78,COMPLETED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,300.0,0.0090227641509109,0.9022764150910908,81.98913263678479,SEC-002
AST-451,SEC-001,Delhi Main - Delhi Shahdara UP,UP,rail,6.64,5.0,0.0,1,2026-04-10 05:06:00,112,COMPLETED,0.75,0.0,0.0,3.0,0.0,0.0,0.0,1,0,0,300.0,0.0119039614986507,1.1903961498650708,93.24737809788486,SEC-001
AST-454,SEC-004,Delhi Shahdara - Sahibabad DOWN,DOWN,track,8.54,16.0,0.0,1,2026-03-17 05:02:00,136,COMPLETED,0.5,0.0,0.0,2.0,0.0,0.0,0.0,1,0,0,300.0,0.0119039614986507,1.1903961498650708,88.12878334828017,SEC-004
AST-456,SEC-002,Delhi Main - Delhi Shahdara DOWN,DOWN,rail,9.36,43.0,0.0,1,2026-07-19 04:41:00,12,COMPLETED,0.25,0.0,0.0,1.0,0.0,0.0,0.0,1,0,0,300.0,0.0231628457884568,2.3162845788456803,83.58686178587513,SEC-002
AST-457,SEC-004,Delhi Shahdara - Sahibabad DOWN,DOWN,turnout,9.28,8.0,0.0,1,2025-10-19 04:45:00,285,COMPLETED,1.0,0.0,0.0,4.0,0.0,0.0,0.0,1,0,0,300.0,0.0119039614986507,1.1903961498650708,85.49191746274077,SEC-004
AST-459,SEC-005,Sahibabad - Ghaziabad UP,UP,track,11.89,28.000000000000004,0.0,1,2026-07-18 05:20:00,13,COMPLETED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,300.0,0.0170882501772338,1.708825017723389,89.57509328837914,SEC-005
AST-460,SEC-001,Delhi Main - Delhi Shahdara UP,UP,track,9.67,8.0,0.0,1,2026-03-13 04:34:00,140,COMPLETED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,300.0,0.0096264284197309,0.9626428419730932,91.14044727854233,SEC-001
AST-461,SEC-002,Delhi Main - Delhi Shahdara DOWN,DOWN,rail,9.83,24.0,0.0,3,2026-07-12 05:23:00,19,COMPLETED,0.5,0.0,0.0,2.0,0.0,0.0,0.0,3,1,0,140.0,0.208323786431376,20.8323786431376,90.03945516657778,SEC-002
AST-471,SEC-006,Sahibabad - Ghaziabad DOWN,DOWN,rail,5.33,19.0,0.0,1,2026-02-01 05:02:00,180,COMPLETED,0.25,0.0,0.0,1.0,0.0,0.0,0.0,1,0,0,300.0,0.0119039614986507,1.1903961498650708,85.46208197588231,SEC-006
AST-472,SEC-005,Sahibabad - Ghaziabad UP,UP,sleeper,6.5,38.0,0.0,1,2026-01-02 05:14:00,210,COMPLETED,0.5,0.0,0.0,-2.0,0.0,0.0,0.0,1,0,0,300.0,0.0119039614986507,1.1903961498650708,77.99344444490262,SEC-005
AST-475,SEC-002,Delhi Main - Delhi Shahdara DOWN,DOWN,turnout,12.13,47.0,0.0,2,2025-11-17 04:59:00,256,COMPLETED,1.25,0.0,0.0,5.0,0.0,0.0,0.0,2,0,0,210.0,0.0119039614986507,1.1903961498650708,73.55413454035946,SEC-002
AST-479,SEC-004,Delhi Shahdara - Sahibabad DOWN,DOWN,track,10.05,80.0,1.0,4,2026-06-14 02:38:00,47,COMPLETED,0.25,0.0,20.0,1.0,0.0,1.0,0.0,4,1,0,135.0,0.936917335888068,93.6917335888068,61.08247422079441,SEC-004
AST-480,SEC-002,Delhi Main - Delhi Shahdara DOWN,DOWN,track,7.24,18.0,0.0,1,2026-02-05 04:37:00,176,COMPLETED,1.25,0.0,0.0,5.0,0.0,0.0,0.0,1,0,0,300.0,0.0119039614986507,1.1903961498650708,86.42180511245036,SEC-002
AST-481,SEC-005,Sahibabad - Ghaziabad UP,UP,turnout,11.54,12.0,0.0,3,2026-01-13 02:37:00,199,COMPLETED,0.25,0.0,0.0,1.0,0.0,0.0,0.0,3,0,1,220.0,0.1198968052036538,11.989680520365388,84.83675673808114,SEC-005
AST-486,SEC-006,Sahibabad - Ghaziabad DOWN,DOWN,turnout,5.67,19.0,0.0,1,2025-11-09 05:11:00,264,COMPLETED,0.25,0.0,0.0,1.0,0.0,0.0,0.0,1,0,0,300.0,0.0119039614986507,1.1903961498650708,82.12562098814574,SEC-006
AST-487,SEC-005,Sahibabad - Ghaziabad UP,UP,rail,6.53,25.0,0.0,1,2026-02-28 04:59:00,153,COMPLETED,0.25,0.0,0.0,1.0,0.0,0.0,0.0,1,0,0,300.0,0.0119039614986507,1.1903961498650708,85.18189269241543,SEC-005
AST-488,SEC-004,Delhi Shahdara - Sahibabad DOWN,DOWN,rail,10.31,62.0,0.0,1,2026-02-14 04:45:00,167,COMPLETED,0.25,0.0,0.0,1.0,0.0,0.0,0.0,1,0,0,300.0,0.0119039614986507,1.1903961498650708,72.50998240784176,SEC-004
AST-490,SEC-003,Delhi Shahdara - Sahibabad UP,UP,rail,9.04,9.0,1.0,2,2026-07-17 05:16:00,14,COMPLETED,0.25,0.0,40.0,1.0,1.0,0.0,0.0,2,0,1,270.0,0.9444178812186936,94.44178812186938,85.59164433309584,SEC-003
AST-492,SEC-006,Sahibabad - Ghaziabad DOWN,DOWN,sleeper,4.44,20.0,0.0,1,2026-06-23 05:08:00,38,COMPLETED,0.5,0.0,0.0,2.0,0.0,0.0,0.0,1,0,0,300.0,0.014787204756386,1.478720475638609,91.37248773148188,SEC-006
AST-494,SEC-003,Delhi Shahdara - Sahibabad UP,UP,rail,4.17,3.0,0.0,1,2026-02-15 04:39:00,166,COMPLETED,0.75,0.0,0.0,3.0,0.0,0.0,0.0,1,0,0,300.0,0.0119039614986507,1.1903961498650708,91.673630020403,SEC-003
AST-495,SEC-006,Sahibabad - Ghaziabad DOWN,DOWN,rail,12.46,24.0,0.0,1,2026-06-05 05:22:00,56,COMPLETED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,300.0,0.009226620068765,0.9226620068765046,89.60790918471977,SEC-006
AST-497,SEC-005,Sahibabad - Ghaziabad UP,UP,rail,7.17,21.0,0.0,1,2026-03-11 04:17:00,142,COMPLETED,1.0,0.0,0.0,4.0,0.0,0.0,0.0,1,0,0,300.0,0.0119039614986507,1.1903961498650708,86.11228727357431,SEC-005
