task_id,asset_id,defect_id,department_id,section_id,task_type,planned_start,planned_end,due_date,required_block_type,estimated_duration_minutes,status
TASK-00833,AST-619,DEF-00701,DEP-002,SEC-004,CORRECTIVE,2025-06-07T00:00:00,2025-06-07T00:45:00,2025-06-21T00:00:00,NONE,45,COMPLETED
TASK-00834,AST-619,DEF-00702,DEP-002,SEC-004,CORRECTIVE,2025-08-27T00:00:00,2025-08-27T01:30:00,2025-08-30T00:00:00,SHADOW,90,COMPLETED
TASK-00847,AST-633,DEF-00713,DEP-002,SEC-006,CORRECTIVE,2023-08-22T00:00:00,2023-08-22T00:45:00,2023-09-04T00:00:00,NONE,45,COMPLETED
TASK-00848,AST-633,DEF-00714,DEP-002,SEC-006,CORRECTIVE,2024-04-13T00:00:00,2024-04-13T00:45:00,2024-05-01T00:00:00,NONE,45,COMPLETED
TASK-00849,AST-633,DEF-00715,DEP-002,SEC-006,CORRECTIVE,2024-08-18T00:00:00,2024-08-18T00:45:00,2024-08-29T00:00:00,NONE,45,COMPLETED
TASK-00851,AST-637,DEF-00717,DEP-002,SEC-006,CORRECTIVE,2023-10-18T00:00:00,2023-10-18T00:45:00,2023-11-04T00:00:00,NONE,45,COMPLETED
TASK-00852,AST-637,DEF-00718,DEP-002,SEC-006,CORRECTIVE,2026-06-05T00:00:00,2026-06-05T00:45:00,2026-06-21T00:00:00,NONE,45,CANCELLED
TASK-00855,AST-641,DEF-00720,DEP-002,SEC-001,CORRECTIVE,2024-07-27T00:00:00,2024-07-27T00:45:00,2024-08-07T00:00:00,NONE,45,COMPLETED
TASK-00856,AST-642,DEF-00721,DEP-002,SEC-001,CORRECTIVE,2024-03-14T00:00:00,2024-03-14T00:45:00,2024-04-02T00:00:00,NONE,45,COMPLETED
TASK-00858,AST-642,DEF-00722,DEP-002,SEC-001,CORRECTIVE,2025-01-27T00:00:00,2025-01-27T00:45:00,2025-02-03T00:00:00,NONE,45,COMPLETED
TASK-00857,AST-642,DEF-00722,DEP-002,SEC-001,CORRECTIVE,2025-01-20T00:00:00,2025-01-20T00:45:00,2025-01-27T00:00:00,NONE,45,DEFERRED
TASK-00859,AST-642,DEF-00723,DEP-002,SEC-001,CORRECTIVE,2025-09-16T00:00:00,2025-09-16T00:45:00,2025-09-24T00:00:00,NONE,45,COMPLETED
TASK-00864,AST-647,DEF-00728,DEP-002,SEC-001,EMERGENCY,2024-04-06T01:00:00,2024-04-06T04:00:00,2024-04-07T00:00:00,TRAFFIC_BLOCK,180,COMPLETED
TASK-00865,AST-647,DEF-00729,DEP-002,SEC-001,CORRECTIVE,2026-06-01T00:00:00,2026-06-01T01:30:00,2026-06-05T00:00:00,SHADOW,90,COMPLETED
TASK-00866,AST-647,DEF-00730,DEP-002,SEC-001,CORRECTIVE,2026-07-01T00:00:00,2026-07-01T01:30:00,2026-07-05T00:00:00,SHADOW,90,COMPLETED
TASK-00871,AST-657,DEF-00734,DEP-002,SEC-002,CORRECTIVE,2024-05-14T00:00:00,2024-05-14T00:45:00,2024-05-19T00:00:00,NONE,45,COMPLETED
TASK-00880,AST-663,DEF-00740,DEP-002,SEC-004,CORRECTIVE,2024-05-13T00:00:00,2024-05-13T00:45:00,2024-05-27T00:00:00,NONE,45,COMPLETED
TASK-00882,AST-663,DEF-00741,DEP-002,SEC-004,CORRECTIVE,2026-07-12T00:00:00,2026-07-12T00:45:00,2026-07-19T00:00:00,NONE,45,COMPLETED
TASK-00881,AST-663,DEF-00741,DEP-002,SEC-004,CORRECTIVE,2026-07-10T00:00:00,2026-07-10T00:45:00,2026-07-16T00:00:00,NONE,45,DEFERRED
TASK-00887,AST-668,DEF-00746,DEP-002,SEC-002,CORRECTIVE,2025-04-03T00:00:00,2025-04-03T00:45:00,2025-04-16T00:00:00,NONE,45,COMPLETED
TASK-00888,AST-668,DEF-00747,DEP-002,SEC-002,CORRECTIVE,2026-01-04T00:00:00,2026-01-04T00:45:00,2026-01-11T00:00:00,NONE,45,COMPLETED
TASK-00889,AST-669,DEF-00748,DEP-002,SEC-002,EMERGENCY,2025-10-24T07:00:00,2025-10-24T10:00:00,2025-10-25T00:00:00,TRAFFIC_BLOCK,180,CANCELLED
TASK-00890,AST-669,DEF-00749,DEP-002,SEC-002,EMERGENCY,2026-05-22T04:00:00,2026-05-22T07:00:00,2026-05-23T00:00:00,TRAFFIC_BLOCK,180,COMPLETED
TASK-00893,AST-672,DEF-00751,DEP-002,SEC-001,CORRECTIVE,2025-12-03T00:00:00,2025-12-03T00:45:00,2025-12-10T00:00:00,NONE,45,COMPLETED
TASK-00892,AST-672,DEF-00751,DEP-002,SEC-001,CORRECTIVE,2025-11-25T00:00:00,2025-11-25T00:45:00,2025-12-06T00:00:00,NONE,45,DEFERRED
TASK-00894,AST-673,DEF-00752,DEP-002,SEC-002,CORRECTIVE,2024-07-08T00:00:00,2024-07-08T00:45:00,2024-07-19T00:00:00,NONE,45,COMPLETED
TASK-00895,AST-673,DEF-00753,DEP-002,SEC-002,CORRECTIVE,2025-03-11T00:00:00,2025-03-11T00:45:00,2025-03-16T00:00:00,NONE,45,COMPLETED
TASK-00896,AST-673,DEF-00754,DEP-002,SEC-002,CORRECTIVE,2026-05-26T00:00:00,2026-05-26T00:45:00,2026-06-09T00:00:00,NONE,45,COMPLETED
TASK-00898,AST-677,DEF-00755,DEP-002,SEC-001,CORRECTIVE,2024-05-14T00:00:00,2024-05-14T00:45:00,2024-05-21T00:00:00,NONE,45,COMPLETED
TASK-00897,AST-677,DEF-00755,DEP-002,SEC-001,CORRECTIVE,2024-05-04T00:00:00,2024-05-04T00:45:00,2024-05-21T00:00:00,NONE,45,DEFERRED
TASK-00899,AST-677,DEF-00756,DEP-002,SEC-001,CORRECTIVE,2025-06-30T00:00:00,2025-06-30T00:45:00,2025-07-15T00:00:00,NONE,45,COMPLETED
TASK-00903,AST-683,DEF-00759,DEP-002,SEC-002,CORRECTIVE,2024-07-20T00:00:00,2024-07-20T00:45:00,2024-08-07T00:00:00,NONE,45,COMPLETED
TASK-00907,AST-692,DEF-00762,DEP-002,SEC-004,EMERGENCY,2023-08-13T05:00:00,2023-08-13T08:00:00,2023-08-14T00:00:00,TRAFFIC_BLOCK,180,COMPLETED
TASK-00908,AST-692,DEF-00763,DEP-002,SEC-004,CORRECTIVE,2024-03-01T00:00:00,2024-03-01T00:45:00,2024-03-10T00:00:00,NONE,45,COMPLETED
TASK-00909,AST-692,DEF-00764,DEP-002,SEC-004,CORRECTIVE,2024-03-23T00:00:00,2024-03-23T00:45:00,2024-04-09T00:00:00,NONE,45,COMPLETED
TASK-00911,AST-692,DEF-00765,DEP-002,SEC-004,CORRECTIVE,2025-03-27T00:00:00,2025-03-27T00:45:00,2025-04-03T00:00:00,NONE,45,COMPLETED
TASK-00910,AST-692,DEF-00765,DEP-002,SEC-004,CORRECTIVE,2025-03-25T00:00:00,2025-03-25T00:45:00,2025-04-04T00:00:00,NONE,45,DEFERRED
TASK-00912,AST-693,DEF-00766,DEP-002,SEC-003,CORRECTIVE,2026-06-08T00:00:00,2026-06-08T00:45:00,2026-06-27T00:00:00,NONE,45,COMPLETED
TASK-00920,AST-699,DEF-00773,DEP-002,SEC-002,CORRECTIVE,2025-06-23T00:00:00,2025-06-23T00:45:00,2025-06-29T00:00:00,NONE,45,COMPLETED
TASK-00921,AST-699,DEF-00774,DEP-002,SEC-002,CORRECTIVE,2025-09-10T00:00:00,2025-09-10T00:45:00,2025-09-27T00:00:00,NONE,45,COMPLETED
TASK-00927,AST-704,DEF-00778,DEP-002,SEC-005,CORRECTIVE,2024-11-28T00:00:00,2024-11-28T00:45:00,2024-12-05T00:00:00,NONE,45,COMPLETED
TASK-00926,AST-704,DEF-00778,DEP-002,SEC-005,CORRECTIVE,2024-11-18T00:00:00,2024-11-18T00:45:00,2024-12-03T00:00:00,NONE,45,DEFERRED
TASK-00928,AST-704,DEF-00779,DEP-002,SEC-005,CORRECTIVE,2024-12-25T00:00:00,2024-12-25T00:45:00,2025-01-02T00:00:00,NONE,45,COMPLETED
TASK-00929,AST-704,DEF-00780,DEP-002,SEC-005,CORRECTIVE,2025-06-03T00:00:00,2025-06-03T01:30:00,2025-06-11T00:00:00,SHADOW,90,COMPLETED
TASK-00931,AST-704,DEF-00781,DEP-002,SEC-005,CORRECTIVE,2025-07-31T00:00:00,2025-07-31T00:45:00,2025-08-07T00:00:00,NONE,45,COMPLETED
TASK-00930,AST-704,DEF-00781,DEP-002,SEC-005,CORRECTIVE,2025-07-21T00:00:00,2025-07-21T00:45:00,2025-07-31T00:00:00,NONE,45,DEFERRED
TASK-00933,AST-706,DEF-00783,DEP-002,SEC-001,CORRECTIVE,2023-09-29T00:00:00,2023-09-29T01:30:00,2023-10-05T00:00:00,SHADOW,90,COMPLETED
TASK-00934,AST-706,DEF-00784,DEP-002,SEC-001,CORRECTIVE,2026-01-06T00:00:00,2026-01-06T00:45:00,2026-01-12T00:00:00,NONE,45,COMPLETED
TASK-00939,AST-713,DEF-00789,DEP-002,SEC-006,CORRECTIVE,2024-08-14T00:00:00,2024-08-14T00:45:00,2024-08-19T00:00:00,NONE,45,COMPLETED
TASK-00941,AST-713,DEF-00790,DEP-002,SEC-006,CORRECTIVE,2024-11-17T00:00:00,2024-11-17T00:45:00,2024-11-24T00:00:00,NONE,45,COMPLETED
TASK-00940,AST-713,DEF-00790,DEP-002,SEC-006,CORRECTIVE,2024-11-08T00:00:00,2024-11-08T00:45:00,2024-11-17T00:00:00,NONE,45,DEFERRED
TASK-00942,AST-713,DEF-00791,DEP-002,SEC-006,CORRECTIVE,2025-09-04T00:00:00,2025-09-04T00:45:00,2025-09-13T00:00:00,NONE,45,COMPLETED
TASK-00944,AST-713,DEF-00792,DEP-002,SEC-006,CORRECTIVE,2025-11-20T00:00:00,2025-11-20T01:30:00,2025-11-27T00:00:00,SHADOW,90,COMPLETED
TASK-00943,AST-713,DEF-00792,DEP-002,SEC-006,CORRECTIVE,2025-11-17T00:00:00,2025-11-17T01:30:00,2025-11-22T00:00:00,SHADOW,90,DEFERRED
TASK-00945,AST-713,DEF-00793,DEP-002,SEC-006,CORRECTIVE,2026-01-06T00:00:00,2026-01-06T00:45:00,2026-01-11T00:00:00,NONE,45,COMPLETED
TASK-00947,AST-715,DEF-00794,DEP-002,SEC-004,CORRECTIVE,2023-08-31T00:00:00,2023-08-31T00:45:00,2023-09-07T00:00:00,NONE,45,COMPLETED
TASK-00946,AST-715,DEF-00794,DEP-002,SEC-004,CORRECTIVE,2023-08-28T00:00:00,2023-08-28T00:45:00,2023-09-10T00:00:00,NONE,45,DEFERRED
TASK-00948,AST-715,DEF-00795,DEP-002,SEC-004,CORRECTIVE,2025-07-12T00:00:00,2025-07-12T00:45:00,2025-07-31T00:00:00,NONE,45,COMPLETED
TASK-00949,AST-715,DEF-00796,DEP-002,SEC-004,CORRECTIVE,2026-05-10T00:00:00,2026-05-10T00:45:00,2026-05-27T00:00:00,NONE,45,COMPLETED
TASK-00978,AST-738,DEF-00819,DEP-002,SEC-003,CORRECTIVE,2025-05-08T00:00:00,2025-05-08T01:30:00,2025-05-15T00:00:00,SHADOW,90,COMPLETED
TASK-00977,AST-738,DEF-00819,DEP-002,SEC-003,CORRECTIVE,2025-05-06T00:00:00,2025-05-06T01:30:00,2025-05-11T00:00:00,SHADOW,90,DEFERRED
TASK-00979,AST-738,DEF-00820,DEP-002,SEC-003,EMERGENCY,2026-06-25T10:00:00,2026-06-25T13:00:00,2026-06-26T00:00:00,TRAFFIC_BLOCK,180,COMPLETED
TASK-00980,AST-739,DEF-00821,DEP-002,SEC-001,CORRECTIVE,2023-12-24T00:00:00,2023-12-24T01:30:00,2023-12-31T00:00:00,SHADOW,90,COMPLETED
TASK-00981,AST-739,DEF-00822,DEP-002,SEC-001,CORRECTIVE,2024-05-13T00:00:00,2024-05-13T00:45:00,2024-05-19T00:00:00,NONE,45,COMPLETED
TASK-00982,AST-739,DEF-00823,DEP-002,SEC-001,CORRECTIVE,2024-06-03T00:00:00,2024-06-03T00:45:00,2024-06-18T00:00:00,NONE,45,COMPLETED
TASK-00983,AST-739,DEF-00824,DEP-002,SEC-001,CORRECTIVE,2026-07-30T00:00:00,2026-07-30T00:45:00,2026-08-07T00:00:00,NONE,45,COMPLETED
TASK-00985,AST-742,DEF-00825,DEP-002,SEC-006,CORRECTIVE,2023-11-25T00:00:00,2023-11-25T00:45:00,2023-12-02T00:00:00,NONE,45,COMPLETED
TASK-00984,AST-742,DEF-00825,DEP-002,SEC-006,CORRECTIVE,2023-11-20T00:00:00,2023-11-20T00:45:00,2023-11-25T00:00:00,NONE,45,DEFERRED
TASK-00986,AST-742,DEF-00826,DEP-002,SEC-006,CORRECTIVE,2024-11-11T00:00:00,2024-11-11T00:45:00,2024-11-19T00:00:00,NONE,45,COMPLETED
TASK-00988,AST-742,DEF-00827,DEP-002,SEC-006,CORRECTIVE,2025-05-09T00:00:00,2025-05-09T00:45:00,2025-05-16T00:00:00,NONE,45,COMPLETED
TASK-00987,AST-742,DEF-00827,DEP-002,SEC-006,CORRECTIVE,2025-05-03T00:00:00,2025-05-03T00:45:00,2025-05-18T00:00:00,NONE,45,DEFERRED
TASK-00989,AST-742,DEF-00828,DEP-002,SEC-006,EMERGENCY,2025-05-18T11:00:00,2025-05-18T14:00:00,2025-05-19T00:00:00,TRAFFIC_BLOCK,180,COMPLETED
TASK-00991,AST-742,DEF-00829,DEP-002,SEC-006,CORRECTIVE,2026-05-09T00:00:00,2026-05-09T00:45:00,2026-05-16T00:00:00,NONE,45,COMPLETED
TASK-00990,AST-742,DEF-00829,DEP-002,SEC-006,CORRECTIVE,2026-05-04T00:00:00,2026-05-04T00:45:00,2026-05-13T00:00:00,NONE,45,DEFERRED
TASK-00993,AST-743,DEF-00830,DEP-002,SEC-004,CORRECTIVE,2023-09-11T00:00:00,2023-09-11T00:45:00,2023-09-18T00:00:00,NONE,45,COMPLETED
TASK-00992,AST-743,DEF-00830,DEP-002,SEC-004,CORRECTIVE,2023-09-05T00:00:00,2023-09-05T00:45:00,2023-09-22T00:00:00,NONE,45,DEFERRED
TASK-00998,AST-746,DEF-00833,DEP-002,SEC-004,CORRECTIVE,2024-08-27T00:00:00,2024-08-27T01:30:00,2024-08-31T00:00:00,SHADOW,90,COMPLETED
TASK-00999,AST-746,DEF-00834,DEP-002,SEC-004,EMERGENCY,2025-08-16T05:00:00,2025-08-16T08:00:00,2025-08-17T00:00:00,TRAFFIC_BLOCK,180,COMPLETED
TASK-01005,AST-040,DEF-00839,DEP-002,SEC-002,EMERGENCY,2024-03-15T16:00:00,2024-03-15T18:00:00,2024-03-16T01:00:00,TRAFFIC_BLOCK,120,COMPLETED
TASK-01006,AST-043,DEF-00840,DEP-002,SEC-004,EMERGENCY,2026-04-08T18:00:00,2026-04-08T20:00:00,2026-04-09T04:00:00,TRAFFIC_BLOCK,120,COMPLETED
TASK-01010,AST-076,DEF-00844,DEP-002,SEC-004,EMERGENCY,2025-05-27T10:00:00,2025-05-27T12:00:00,2025-05-27T18:00:00,TRAFFIC_BLOCK,120,COMPLETED
TASK-01013,AST-147,DEF-00847,DEP-002,SEC-004,EMERGENCY,2025-01-23T06:00:00,2025-01-23T08:00:00,2025-01-27T04:00:00,TRAFFIC_BLOCK,120,COMPLETED
TASK-01019,AST-256,DEF-00853,DEP-002,SEC-002,EMERGENCY,2026-02-09T20:00:00,2026-02-09T22:00:00,2026-02-13T18:00:00,TRAFFIC_BLOCK,120,COMPLETED
TASK-01022,AST-274,DEF-00856,DEP-002,SEC-001,EMERGENCY,2025-12-21T07:00:00,2025-12-21T09:00:00,2025-12-25T06:00:00,TRAFFIC_BLOCK,120,COMPLETED
TASK-01024,AST-316,DEF-00858,DEP-002,SEC-003,EMERGENCY,2024-05-25T16:00:00,2024-05-25T18:00:00,2024-05-26T03:00:00,TRAFFIC_BLOCK,120,COMPLETED
TASK-01026,AST-341,DEF-00860,DEP-002,SEC-006,EMERGENCY,2025-02-14T08:00:00,2025-02-14T10:00:00,2025-02-14T19:00:00,TRAFFIC_BLOCK,120,COMPLETED
TASK-01027,AST-358,DEF-00861,DEP-002,SEC-004,EMERGENCY,2023-08-16T14:00:00,2023-08-16T16:00:00,2023-08-17T01:00:00,TRAFFIC_BLOCK,120,COMPLETED
TASK-01034,AST-409,DEF-00868,DEP-002,SEC-002,EMERGENCY,2023-10-23T21:00:00,2023-10-23T23:00:00,2023-10-24T06:00:00,TRAFFIC_BLOCK,120,COMPLETED
TASK-01039,AST-483,DEF-00873,DEP-002,SEC-003,EMERGENCY,2026-03-28T04:00:00,2026-03-28T06:00:00,2026-04-01T01:00:00,TRAFFIC_BLOCK,120,COMPLETED
TASK-01041,AST-485,DEF-00875,DEP-002,SEC-003,EMERGENCY,2023-12-09T07:00:00,2023-12-09T09:00:00,2023-12-13T06:00:00,TRAFFIC_BLOCK,120,COMPLETED
TASK-01046,AST-589,DEF-00880,DEP-002,SEC-004,EMERGENCY,2025-09-06T10:00:00,2025-09-06T12:00:00,2025-09-10T06:00:00,TRAFFIC_BLOCK,120,COMPLETED
TASK-01052,AST-722,DEF-00886,DEP-002,SEC-003,EMERGENCY,2026-07-23T03:00:00,2026-07-23T05:00:00,2026-07-23T11:00:00,TRAFFIC_BLOCK,120,COMPLETED
TASK-01053,AST-738,DEF-00887,DEP-002,SEC-003,EMERGENCY,2024-08-09T02:00:00,2024-08-09T04:00:00,2024-08-12T22:00:00,TRAFFIC_BLOCK,120,COMPLETED
TASK-01055,AST-001,,DEP-002,SEC-006,PREVENTIVE,2023-08-21T00:00:00,2023-08-21T02:00:00,2023-09-05T00:00:00,SHADOW,120,COMPLETED
TASK-01056,AST-001,,DEP-002,SEC-006,PREVENTIVE,2023-11-19T00:00:00,2023-11-19T02:00:00,2023-12-04T00:00:00,SHADOW,120,COMPLETED
TASK-01057,AST-001,,DEP-002,SEC-006,PREVENTIVE,2024-02-17T00:00:00,2024-02-17T02:00:00,2024-03-03T00:00:00,SHADOW,120,COMPLETED
TASK-01058,AST-001,,DEP-002,SEC-006,PREVENTIVE,2024-05-17T00:00:00,2024-05-17T02:00:00,2024-06-01T00:00:00,SHADOW,120,COMPLETED
TASK-01059,AST-001,,DEP-002,SEC-006,PREVENTIVE,2024-08-15T00:00:00,2024-08-15T02:00:00,2024-08-30T00:00:00,SHADOW,120,COMPLETED
TASK-01060,AST-001,,DEP-002,SEC-006,PREVENTIVE,2024-11-13T00:00:00,2024-11-13T02:00:00,2024-11-28T00:00:00,SHADOW,120,COMPLETED
TASK-01061,AST-001,,DEP-002,SEC-006,PREVENTIVE,2025-02-11T00:00:00,2025-02-11T02:00:00,2025-02-26T00:00:00,SHADOW,120,COMPLETED
TASK-01062,AST-001,,DEP-002,SEC-006,PREVENTIVE,2025-05-12T00:00:00,2025-05-12T02:00:00,2025-05-27T00:00:00,SHADOW,120,COMPLETED
TASK-01063,AST-001,,DEP-002,SEC-006,PREVENTIVE,2025-08-10T00:00:00,2025-08-10T02:00:00,2025-08-25T00:00:00,SHADOW,120,COMPLETED
TASK-01064,AST-001,,DEP-002,SEC-006,PREVENTIVE,2025-11-08T00:00:00,2025-11-08T02:00:00,2025-11-23T00:00:00,SHADOW,120,COMPLETED
TASK-01065,AST-001,,DEP-002,SEC-006,PREVENTIVE,2026-02-06T00:00:00,2026-02-06T02:00:00,2026-02-21T00:00:00,SHADOW,120,COMPLETED
TASK-01066,AST-001,,DEP-002,SEC-006,PREVENTIVE,2026-05-07T00:00:00,2026-05-07T02:00:00,2026-05-22T00:00:00,SHADOW,120,COMPLETED
TASK-01076,AST-005,,DEP-002,SEC-002,PREVENTIVE,2023-09-08T00:00:00,2023-09-08T02:00:00,2023-09-23T00:00:00,SHADOW,120,COMPLETED
TASK-01077,AST-005,,DEP-002,SEC-002,PREVENTIVE,2023-12-07T00:00:00,2023-12-07T02:00:00,2023-12-22T00:00:00,SHADOW,120,COMPLETED
TASK-01078,AST-005,,DEP-002,SEC-002,PREVENTIVE,2024-03-06T00:00:00,2024-03-06T02:00:00,2024-03-21T00:00:00,SHADOW,120,COMPLETED
TASK-01079,AST-005,,DEP-002,SEC-002,PREVENTIVE,2024-06-04T00:00:00,2024-06-04T02:00:00,2024-06-19T00:00:00,SHADOW,120,COMPLETED
TASK-01080,AST-005,,DEP-002,SEC-002,PREVENTIVE,2024-09-02T00:00:00,2024-09-02T02:00:00,2024-09-17T00:00:00,SHADOW,120,COMPLETED
TASK-01081,AST-005,,DEP-002,SEC-002,PREVENTIVE,2024-12-01T00:00:00,2024-12-01T02:00:00,2024-12-16T00:00:00,SHADOW,120,COMPLETED
TASK-01082,AST-005,,DEP-002,SEC-002,PREVENTIVE,2025-03-01T00:00:00,2025-03-01T02:00:00,2025-03-16T00:00:00,SHADOW,120,COMPLETED
TASK-01083,AST-005,,DEP-002,SEC-002,PREVENTIVE,2025-05-30T00:00:00,2025-05-30T02:00:00,2025-06-14T00:00:00,SHADOW,120,COMPLETED
TASK-01084,AST-005,,DEP-002,SEC-002,PREVENTIVE,2025-08-28T00:00:00,2025-08-28T02:00:00,2025-09-12T00:00:00,SHADOW,120,COMPLETED
TASK-01085,AST-005,,DEP-002,SEC-002,PREVENTIVE,2025-11-26T00:00:00,2025-11-26T02:00:00,2025-12-11T00:00:00,SHADOW,120,COMPLETED
TASK-01086,AST-005,,DEP-002,SEC-002,PREVENTIVE,2026-02-24T00:00:00,2026-02-24T02:00:00,2026-03-11T00:00:00,SHADOW,120,COMPLETED
TASK-01087,AST-005,,DEP-002,SEC-002,PREVENTIVE,2026-05-25T00:00:00,2026-05-25T02:00:00,2026-06-09T00:00:00,SHADOW,120,COMPLETED
TASK-01100,AST-009,,DEP-002,SEC-001,PREVENTIVE,2023-09-19T00:00:00,2023-09-19T02:00:00,2023-10-04T00:00:00,SHADOW,120,COMPLETED
TASK-01101,AST-009,,DEP-002,SEC-001,PREVENTIVE,2023-12-18T00:00:00,2023-12-18T02:00:00,2024-01-02T00:00:00,SHADOW,120,COMPLETED
TASK-01102,AST-009,,DEP-002,SEC-001,PREVENTIVE,2024-03-17T00:00:00,2024-03-17T02:00:00,2024-04-01T00:00:00,SHADOW,120,COMPLETED
TASK-01103,AST-009,,DEP-002,SEC-001,PREVENTIVE,2024-06-15T00:00:00,2024-06-15T02:00:00,2024-06-30T00:00:00,SHADOW,120,COMPLETED
TASK-01104,AST-009,,DEP-002,SEC-001,PREVENTIVE,2024-09-13T00:00:00,2024-09-13T02:00:00,2024-09-28T00:00:00,SHADOW,120,COMPLETED
TASK-01105,AST-009,,DEP-002,SEC-001,PREVENTIVE,2024-12-12T00:00:00,2024-12-12T02:00:00,2024-12-27T00:00:00,SHADOW,120,COMPLETED
TASK-01106,AST-009,,DEP-002,SEC-001,PREVENTIVE,2025-03-12T00:00:00,2025-03-12T02:00:00,2025-03-27T00:00:00,SHADOW,120,COMPLETED
TASK-01107,AST-009,,DEP-002,SEC-001,PREVENTIVE,2025-06-10T00:00:00,2025-06-10T02:00:00,2025-06-25T00:00:00,SHADOW,120,COMPLETED
TASK-01108,AST-009,,DEP-002,SEC-001,PREVENTIVE,2025-09-08T00:00:00,2025-09-08T02:00:00,2025-09-23T00:00:00,SHADOW,120,COMPLETED
TASK-01109,AST-009,,DEP-002,SEC-001,PREVENTIVE,2025-12-07T00:00:00,2025-12-07T02:00:00,2025-12-22T00:00:00,SHADOW,120,COMPLETED
TASK-01110,AST-009,,DEP-002,SEC-001,PREVENTIVE,2026-03-07T00:00:00,2026-03-07T02:00:00,2026-03-22T00:00:00,SHADOW,120,COMPLETED
TASK-01111,AST-009,,DEP-002,SEC-001,PREVENTIVE,2026-06-05T00:00:00,2026-06-05T02:00:00,2026-06-20T00:00:00,SHADOW,120,COMPLETED
TASK-01115,AST-011,,DEP-002,SEC-001,PREVENTIVE,2023-10-29T00:00:00,2023-10-29T02:00:00,2023-11-13T00:00:00,SHADOW,120,COMPLETED
TASK-01116,AST-011,,DEP-002,SEC-001,PREVENTIVE,2024-01-27T00:00:00,2024-01-27T02:00:00,2024-02-11T00:00:00,SHADOW,120,COMPLETED
TASK-01117,AST-011,,DEP-002,SEC-001,PREVENTIVE,2024-04-26T00:00:00,2024-04-26T02:00:00,2024-05-11T00:00:00,SHADOW,120,COMPLETED
TASK-01118,AST-011,,DEP-002,SEC-001,PREVENTIVE,2024-07-25T00:00:00,2024-07-25T02:00:00,2024-08-09T00:00:00,SHADOW,120,COMPLETED
TASK-01119,AST-011,,DEP-002,SEC-001,PREVENTIVE,2024-10-23T00:00:00,2024-10-23T02:00:00,2024-11-07T00:00:00,SHADOW,120,COMPLETED
TASK-01120,AST-011,,DEP-002,SEC-001,PREVENTIVE,2025-01-21T00:00:00,2025-01-21T02:00:00,2025-02-05T00:00:00,SHADOW,120,COMPLETED
TASK-01121,AST-011,,DEP-002,SEC-001,PREVENTIVE,2025-04-21T00:00:00,2025-04-21T02:00:00,2025-05-06T00:00:00,SHADOW,120,COMPLETED
TASK-01122,AST-011,,DEP-002,SEC-001,PREVENTIVE,2025-07-20T00:00:00,2025-07-20T02:00:00,2025-08-04T00:00:00,SHADOW,120,COMPLETED
TASK-01123,AST-011,,DEP-002,SEC-001,PREVENTIVE,2025-10-18T00:00:00,2025-10-18T02:00:00,2025-11-02T00:00:00,SHADOW,120,COMPLETED
TASK-01124,AST-011,,DEP-002,SEC-001,PREVENTIVE,2026-01-16T00:00:00,2026-01-16T02:00:00,2026-01-31T00:00:00,SHADOW,120,COMPLETED
TASK-01125,AST-011,,DEP-002,SEC-001,PREVENTIVE,2026-04-16T00:00:00,2026-04-16T02:00:00,2026-05-01T00:00:00,SHADOW,120,COMPLETED
TASK-01126,AST-011,,DEP-002,SEC-001,PREVENTIVE,2026-07-15T00:00:00,2026-07-15T02:00:00,2026-07-30T00:00:00,SHADOW,120,COMPLETED
TASK-01133,AST-014,,DEP-002,SEC-005,PREVENTIVE,2023-10-11T00:00:00,2023-10-11T02:00:00,2023-10-26T00:00:00,SHADOW,120,COMPLETED
TASK-01134,AST-014,,DEP-002,SEC-005,PREVENTIVE,2024-01-09T00:00:00,2024-01-09T02:00:00,2024-01-24T00:00:00,SHADOW,120,COMPLETED
TASK-01135,AST-014,,DEP-002,SEC-005,PREVENTIVE,2024-04-08T00:00:00,2024-04-08T02:00:00,2024-04-23T00:00:00,SHADOW,120,COMPLETED
TASK-01136,AST-014,,DEP-002,SEC-005,PREVENTIVE,2024-07-07T00:00:00,2024-07-07T02:00:00,2024-07-22T00:00:00,SHADOW,120,COMPLETED
TASK-01137,AST-014,,DEP-002,SEC-005,PREVENTIVE,2024-10-05T00:00:00,2024-10-05T02:00:00,2024-10-20T00:00:00,SHADOW,120,COMPLETED
TASK-01138,AST-014,,DEP-002,SEC-005,PREVENTIVE,2025-01-03T00:00:00,2025-01-03T02:00:00,2025-01-18T00:00:00,SHADOW,120,COMPLETED
TASK-01139,AST-014,,DEP-002,SEC-005,PREVENTIVE,2025-04-03T00:00:00,2025-04-03T02:00:00,2025-04-18T00:00:00,SHADOW,120,COMPLETED
TASK-01140,AST-014,,DEP-002,SEC-005,PREVENTIVE,2025-07-02T00:00:00,2025-07-02T02:00:00,2025-07-17T00:00:00,SHADOW,120,COMPLETED
TASK-01141,AST-014,,DEP-002,SEC-005,PREVENTIVE,2025-09-30T00:00:00,2025-09-30T02:00:00,2025-10-15T00:00:00,SHADOW,120,COMPLETED
TASK-01142,AST-014,,DEP-002,SEC-005,PREVENTIVE,2025-12-29T00:00:00,2025-12-29T02:00:00,2026-01-13T00:00:00,SHADOW,120,COMPLETED
