forecast_id,section_id,forecast_date,forecast_hour,estimated_goods_trains_count,confidence_score,generated_at
FC-001501,SEC-003,2026-05-13,12,0,0.9,2026-05-12T12:00:00
FC-001502,SEC-003,2026-05-13,13,0,0.86,2026-05-12T12:00:00
FC-001503,SEC-003,2026-05-13,14,1,0.76,2026-05-12T12:00:00
FC-001504,SEC-003,2026-05-13,15,0,0.82,2026-05-12T12:00:00
FC-001505,SEC-003,2026-05-13,16,0,0.75,2026-05-12T12:00:00
FC-001506,SEC-003,2026-05-13,17,0,0.78,2026-05-12T12:00:00
FC-001507,SEC-003,2026-05-13,18,0,0.86,2026-05-12T12:00:00
FC-001508,SEC-003,2026-05-13,19,3,0.74,2026-05-12T12:00:00
FC-001509,SEC-003,2026-05-13,20,0,0.71,2026-05-12T12:00:00
FC-001510,SEC-003,2026-05-13,21,0,0.93,2026-05-12T12:00:00
FC-001511,SEC-003,2026-05-13,22,4,0.72,2026-05-12T12:00:00
FC-001512,SEC-003,2026-05-13,23,3,0.88,2026-05-12T12:00:00
FC-001513,SEC-004,2026-05-13,0,1,0.88,2026-05-12T12:00:00
FC-001514,SEC-004,2026-05-13,1,4,0.87,2026-05-12T12:00:00
FC-001515,SEC-004,2026-05-13,2,1,0.83,2026-05-12T12:00:00
FC-001516,SEC-004,2026-05-13,3,0,0.81,2026-05-12T12:00:00
FC-001517,SEC-004,2026-05-13,4,0,0.77,2026-05-12T12:00:00
FC-001518,SEC-004,2026-05-13,5,0,0.91,2026-05-12T12:00:00
FC-001519,SEC-004,2026-05-13,6,0,0.89,2026-05-12T12:00:00
FC-001520,SEC-004,2026-05-13,7,0,0.81,2026-05-12T12:00:00
FC-001521,SEC-004,2026-05-13,8,0,0.95,2026-05-12T12:00:00
FC-001522,SEC-004,2026-05-13,9,0,0.91,2026-05-12T12:00:00
FC-001523,SEC-004,2026-05-13,10,2,0.93,2026-05-12T12:00:00
FC-001524,SEC-004,2026-05-13,11,1,0.75,2026-05-12T12:00:00
FC-001525,SEC-004,2026-05-13,12,1,0.7,2026-05-12T12:00:00
FC-001526,SEC-004,2026-05-13,13,0,0.72,2026-05-12T12:00:00
FC-001527,SEC-004,2026-05-13,14,1,0.72,2026-05-12T12:00:00
FC-001528,SEC-004,2026-05-13,15,0,0.72,2026-05-12T12:00:00
FC-001529,SEC-004,2026-05-13,16,0,0.85,2026-05-12T12:00:00
FC-001530,SEC-004,2026-05-13,17,1,0.76,2026-05-12T12:00:00
FC-001531,SEC-004,2026-05-13,18,0,0.73,2026-05-12T12:00:00
FC-001532,SEC-004,2026-05-13,19,0,0.84,2026-05-12T12:00:00
FC-001533,SEC-004,2026-05-13,20,1,0.74,2026-05-12T12:00:00
FC-001534,SEC-004,2026-05-13,21,0,0.89,2026-05-12T12:00:00
FC-001535,SEC-004,2026-05-13,22,1,0.82,2026-05-12T12:00:00
FC-001536,SEC-004,2026-05-13,23,2,0.94,2026-05-12T12:00:00
FC-001537,SEC-005,2026-05-13,0,1,0.72,2026-05-12T12:00:00
FC-001538,SEC-005,2026-05-13,1,2,0.88,2026-05-12T12:00:00
FC-001539,SEC-005,2026-05-13,2,1,0.82,2026-05-12T12:00:00
FC-001540,SEC-005,2026-05-13,3,2,0.71,2026-05-12T12:00:00
FC-001541,SEC-005,2026-05-13,4,4,0.73,2026-05-12T12:00:00
FC-001542,SEC-005,2026-05-13,5,0,0.76,2026-05-12T12:00:00
FC-001543,SEC-005,2026-05-13,6,1,0.84,2026-05-12T12:00:00
FC-001544,SEC-005,2026-05-13,7,1,0.87,2026-05-12T12:00:00
FC-001545,SEC-005,2026-05-13,8,0,0.77,2026-05-12T12:00:00
FC-001546,SEC-005,2026-05-13,9,0,0.9,2026-05-12T12:00:00
FC-001547,SEC-005,2026-05-13,10,0,0.79,2026-05-12T12:00:00
FC-001548,SEC-005,2026-05-13,11,1,0.77,2026-05-12T12:00:00
FC-001549,SEC-005,2026-05-13,12,1,0.84,2026-05-12T12:00:00
FC-001550,SEC-005,2026-05-13,13,2,0.85,2026-05-12T12:00:00
FC-001551,SEC-005,2026-05-13,14,1,0.91,2026-05-12T12:00:00
FC-001552,SEC-005,2026-05-13,15,0,0.85,2026-05-12T12:00:00
FC-001553,SEC-005,2026-05-13,16,0,0.77,2026-05-12T12:00:00
FC-001554,SEC-005,2026-05-13,17,0,0.92,2026-05-12T12:00:00
FC-001555,SEC-005,2026-05-13,18,0,0.85,2026-05-12T12:00:00
FC-001556,SEC-005,2026-05-13,19,2,0.86,2026-05-12T12:00:00
FC-001557,SEC-005,2026-05-13,20,1,0.86,2026-05-12T12:00:00
FC-001558,SEC-005,2026-05-13,21,0,0.73,2026-05-12T12:00:00
FC-001559,SEC-005,2026-05-13,22,3,0.73,2026-05-12T12:00:00
FC-001560,SEC-005,2026-05-13,23,3,0.82,2026-05-12T12:00:00
FC-001561,SEC-006,2026-05-13,0,1,0.74,2026-05-12T12:00:00
FC-001562,SEC-006,2026-05-13,1,1,0.72,2026-05-12T12:00:00
FC-001563,SEC-006,2026-05-13,2,1,0.73,2026-05-12T12:00:00
FC-001564,SEC-006,2026-05-13,3,2,0.92,2026-05-12T12:00:00
FC-001565,SEC-006,2026-05-13,4,4,0.78,2026-05-12T12:00:00
FC-001566,SEC-006,2026-05-13,5,0,0.77,2026-05-12T12:00:00
FC-001567,SEC-006,2026-05-13,6,0,0.72,2026-05-12T12:00:00
FC-001568,SEC-006,2026-05-13,7,2,0.74,2026-05-12T12:00:00
FC-001569,SEC-006,2026-05-13,8,0,0.74,2026-05-12T12:00:00
FC-001570,SEC-006,2026-05-13,9,0,0.87,2026-05-12T12:00:00
FC-001571,SEC-006,2026-05-13,10,0,0.91,2026-05-12T12:00:00
FC-001572,SEC-006,2026-05-13,11,1,0.91,2026-05-12T12:00:00
FC-001573,SEC-006,2026-05-13,12,0,0.83,2026-05-12T12:00:00
FC-001574,SEC-006,2026-05-13,13,0,0.86,2026-05-12T12:00:00
FC-001575,SEC-006,2026-05-13,14,0,0.93,2026-05-12T12:00:00
FC-001576,SEC-006,2026-05-13,15,0,0.86,2026-05-12T12:00:00
FC-001577,SEC-006,2026-05-13,16,0,0.71,2026-05-12T12:00:00
FC-001578,SEC-006,2026-05-13,17,1,0.73,2026-05-12T12:00:00
FC-001579,SEC-006,2026-05-13,18,1,0.89,2026-05-12T12:00:00
FC-001580,SEC-006,2026-05-13,19,1,0.79,2026-05-12T12:00:00
FC-001581,SEC-006,2026-05-13,20,1,0.87,2026-05-12T12:00:00
FC-001582,SEC-006,2026-05-13,21,1,0.76,2026-05-12T12:00:00
FC-001583,SEC-006,2026-05-13,22,1,0.72,2026-05-12T12:00:00
FC-001584,SEC-006,2026-05-13,23,0,0.84,2026-05-12T12:00:00
FC-001585,SEC-001,2026-05-14,0,1,0.73,2026-05-13T12:00:00
FC-001586,SEC-001,2026-05-14,1,2,0.71,2026-05-13T12:00:00
FC-001587,SEC-001,2026-05-14,2,3,0.86,2026-05-13T12:00:00
FC-001588,SEC-001,2026-05-14,3,1,0.85,2026-05-13T12:00:00
FC-001589,SEC-001,2026-05-14,4,4,0.74,2026-05-13T12:00:00
FC-001590,SEC-001,2026-05-14,5,0,0.8,2026-05-13T12:00:00
FC-001591,SEC-001,2026-05-14,6,0,0.91,2026-05-13T12:00:00
FC-001592,SEC-001,2026-05-14,7,1,0.73,2026-05-13T12:00:00
FC-001593,SEC-001,2026-05-14,8,0,0.92,2026-05-13T12:00:00
FC-001594,SEC-001,2026-05-14,9,0,0.74,2026-05-13T12:00:00
FC-001595,SEC-001,2026-05-14,10,0,0.86,2026-05-13T12:00:00
FC-001596,SEC-001,2026-05-14,11,0,0.76,2026-05-13T12:00:00
FC-001597,SEC-001,2026-05-14,12,0,0.86,2026-05-13T12:00:00
FC-001598,SEC-001,2026-05-14,13,1,0.84,2026-05-13T12:00:00
FC-001599,SEC-001,2026-05-14,14,1,0.9,2026-05-13T12:00:00
FC-001600,SEC-001,2026-05-14,15,2,0.86,2026-05-13T12:00:00
FC-001601,SEC-001,2026-05-14,16,0,0.93,2026-05-13T12:00:00
FC-001602,SEC-001,2026-05-14,17,1,0.8,2026-05-13T12:00:00
FC-001603,SEC-001,2026-05-14,18,0,0.92,2026-05-13T12:00:00
FC-001604,SEC-001,2026-05-14,19,0,0.73,2026-05-13T12:00:00
FC-001605,SEC-001,2026-05-14,20,2,0.78,2026-05-13T12:00:00
FC-001606,SEC-001,2026-05-14,21,1,0.83,2026-05-13T12:00:00
FC-001607,SEC-001,2026-05-14,22,3,0.7,2026-05-13T12:00:00
FC-001608,SEC-001,2026-05-14,23,1,0.81,2026-05-13T12:00:00
FC-001609,SEC-002,2026-05-14,0,2,0.81,2026-05-13T12:00:00
FC-001610,SEC-002,2026-05-14,1,1,0.71,2026-05-13T12:00:00
FC-001611,SEC-002,2026-05-14,2,4,0.93,2026-05-13T12:00:00
FC-001612,SEC-002,2026-05-14,3,1,0.89,2026-05-13T12:00:00
FC-001613,SEC-002,2026-05-14,4,2,0.88,2026-05-13T12:00:00
FC-001614,SEC-002,2026-05-14,5,2,0.79,2026-05-13T12:00:00
FC-001615,SEC-002,2026-05-14,6,1,0.87,2026-05-13T12:00:00
FC-001616,SEC-002,2026-05-14,7,0,0.85,2026-05-13T12:00:00
FC-001617,SEC-002,2026-05-14,8,0,0.94,2026-05-13T12:00:00
FC-001618,SEC-002,2026-05-14,9,0,0.78,2026-05-13T12:00:00
FC-001619,SEC-002,2026-05-14,10,1,0.87,2026-05-13T12:00:00
FC-001620,SEC-002,2026-05-14,11,0,0.91,2026-05-13T12:00:00
FC-001621,SEC-002,2026-05-14,12,1,0.8,2026-05-13T12:00:00
FC-001622,SEC-002,2026-05-14,13,1,0.74,2026-05-13T12:00:00
FC-001623,SEC-002,2026-05-14,14,0,0.86,2026-05-13T12:00:00
FC-001624,SEC-002,2026-05-14,15,0,0.74,2026-05-13T12:00:00
FC-001625,SEC-002,2026-05-14,16,0,0.91,2026-05-13T12:00:00
FC-001626,SEC-002,2026-05-14,17,0,0.84,2026-05-13T12:00:00
FC-001627,SEC-002,2026-05-14,18,0,0.83,2026-05-13T12:00:00
FC-001628,SEC-002,2026-05-14,19,0,0.9,2026-05-13T12:00:00
FC-001629,SEC-002,2026-05-14,20,0,0.83,2026-05-13T12:00:00
FC-001630,SEC-002,2026-05-14,21,0,0.82,2026-05-13T12:00:00
FC-001631,SEC-002,2026-05-14,22,2,0.94,2026-05-13T12:00:00
FC-001632,SEC-002,2026-05-14,23,1,0.87,2026-05-13T12:00:00
FC-001633,SEC-003,2026-05-14,0,2,0.83,2026-05-13T12:00:00
FC-001634,SEC-003,2026-05-14,1,3,0.9,2026-05-13T12:00:00
FC-001635,SEC-003,2026-05-14,2,0,0.77,2026-05-13T12:00:00
FC-001636,SEC-003,2026-05-14,3,2,0.89,2026-05-13T12:00:00
FC-001637,SEC-003,2026-05-14,4,5,0.83,2026-05-13T12:00:00
FC-001638,SEC-003,2026-05-14,5,0,0.93,2026-05-13T12:00:00
FC-001639,SEC-003,2026-05-14,6,1,0.72,2026-05-13T12:00:00
FC-001640,SEC-003,2026-05-14,7,0,0.74,2026-05-13T12:00:00
FC-001641,SEC-003,2026-05-14,8,0,0.74,2026-05-13T12:00:00
FC-001642,SEC-003,2026-05-14,9,2,0.77,2026-05-13T12:00:00
FC-001643,SEC-003,2026-05-14,10,1,0.79,2026-05-13T12:00:00
FC-001644,SEC-003,2026-05-14,11,0,0.79,2026-05-13T12:00:00
FC-001645,SEC-003,2026-05-14,12,0,0.92,2026-05-13T12:00:00
FC-001646,SEC-003,2026-05-14,13,1,0.75,2026-05-13T12:00:00
FC-001647,SEC-003,2026-05-14,14,0,0.82,2026-05-13T12:00:00
FC-001648,SEC-003,2026-05-14,15,0,0.88,2026-05-13T12:00:00
FC-001649,SEC-003,2026-05-14,16,0,0.74,2026-05-13T12:00:00
FC-001650,SEC-003,2026-05-14,17,1,0.74,2026-05-13T12:00:00
FC-001651,SEC-003,2026-05-14,18,1,0.78,2026-05-13T12:00:00
FC-001652,SEC-003,2026-05-14,19,0,0.8,2026-05-13T12:00:00
FC-001653,SEC-003,2026-05-14,20,0,0.88,2026-05-13T12:00:00
FC-001654,SEC-003,2026-05-14,21,2,0.9,2026-05-13T12:00:00
FC-001655,SEC-003,2026-05-14,22,4,0.8,2026-05-13T12:00:00
FC-001656,SEC-003,2026-05-14,23,2,0.73,2026-05-13T12:00:00
FC-001657,SEC-004,2026-05-14,0,4,0.91,2026-05-13T12:00:00
FC-001658,SEC-004,2026-05-14,1,1,0.95,2026-05-13T12:00:00
FC-001659,SEC-004,2026-05-14,2,4,0.9,2026-05-13T12:00:00
FC-001660,SEC-004,2026-05-14,3,1,0.83,2026-05-13T12:00:00
FC-001661,SEC-004,2026-05-14,4,1,0.71,2026-05-13T12:00:00
FC-001662,SEC-004,2026-05-14,5,1,0.78,2026-05-13T12:00:00
FC-001663,SEC-004,2026-05-14,6,0,0.73,2026-05-13T12:00:00
FC-001664,SEC-004,2026-05-14,7,2,0.91,2026-05-13T12:00:00
FC-001665,SEC-004,2026-05-14,8,1,0.74,2026-05-13T12:00:00
FC-001666,SEC-004,2026-05-14,9,2,0.86,2026-05-13T12:00:00
FC-001667,SEC-004,2026-05-14,10,2,0.77,2026-05-13T12:00:00
FC-001668,SEC-004,2026-05-14,11,0,0.88,2026-05-13T12:00:00
FC-001669,SEC-004,2026-05-14,12,1,0.93,2026-05-13T12:00:00
FC-001670,SEC-004,2026-05-14,13,0,0.83,2026-05-13T12:00:00
FC-001671,SEC-004,2026-05-14,14,1,0.94,2026-05-13T12:00:00
FC-001672,SEC-004,2026-05-14,15,0,0.88,2026-05-13T12:00:00
FC-001673,SEC-004,2026-05-14,16,0,0.71,2026-05-13T12:00:00
FC-001674,SEC-004,2026-05-14,17,0,0.81,2026-05-13T12:00:00
FC-001675,SEC-004,2026-05-14,18,0,0.8,2026-05-13T12:00:00
FC-001676,SEC-004,2026-05-14,19,0,0.77,2026-05-13T12:00:00
FC-001677,SEC-004,2026-05-14,20,0,0.84,2026-05-13T12:00:00
FC-001678,SEC-004,2026-05-14,21,0,0.77,2026-05-13T12:00:00
FC-001679,SEC-004,2026-05-14,22,4,0.76,2026-05-13T12:00:00
FC-001680,SEC-004,2026-05-14,23,2,0.9,2026-05-13T12:00:00
FC-001681,SEC-005,2026-05-14,0,0,0.83,2026-05-13T12:00:00
FC-001682,SEC-005,2026-05-14,1,2,0.92,2026-05-13T12:00:00
FC-001683,SEC-005,2026-05-14,2,1,0.79,2026-05-13T12:00:00
FC-001684,SEC-005,2026-05-14,3,2,0.88,2026-05-13T12:00:00
FC-001685,SEC-005,2026-05-14,4,0,0.73,2026-05-13T12:00:00
FC-001686,SEC-005,2026-05-14,5,0,0.9,2026-05-13T12:00:00
FC-001687,SEC-005,2026-05-14,6,0,0.83,2026-05-13T12:00:00
FC-001688,SEC-005,2026-05-14,7,0,0.84,2026-05-13T12:00:00
FC-001689,SEC-005,2026-05-14,8,0,0.89,2026-05-13T12:00:00
FC-001690,SEC-005,2026-05-14,9,0,0.81,2026-05-13T12:00:00
FC-001691,SEC-005,2026-05-14,10,2,0.9,2026-05-13T12:00:00
FC-001692,SEC-005,2026-05-14,11,0,0.83,2026-05-13T12:00:00
FC-001693,SEC-005,2026-05-14,12,0,0.78,2026-05-13T12:00:00
FC-001694,SEC-005,2026-05-14,13,0,0.88,2026-05-13T12:00:00
FC-001695,SEC-005,2026-05-14,14,1,0.78,2026-05-13T12:00:00
FC-001696,SEC-005,2026-05-14,15,0,0.81,2026-05-13T12:00:00
FC-001697,SEC-005,2026-05-14,16,0,0.78,2026-05-13T12:00:00
FC-001698,SEC-005,2026-05-14,17,2,0.75,2026-05-13T12:00:00
FC-001699,SEC-005,2026-05-14,18,1,0.75,2026-05-13T12:00:00
FC-001700,SEC-005,2026-05-14,19,1,0.76,2026-05-13T12:00:00
FC-001701,SEC-005,2026-05-14,20,0,0.8,2026-05-13T12:00:00
FC-001702,SEC-005,2026-05-14,21,2,0.72,2026-05-13T12:00:00
FC-001703,SEC-005,2026-05-14,22,4,0.85,2026-05-13T12:00:00
FC-001704,SEC-005,2026-05-14,23,1,0.84,2026-05-13T12:00:00
FC-001705,SEC-006,2026-05-14,0,1,0.73,2026-05-13T12:00:00
FC-001706,SEC-006,2026-05-14,1,0,0.88,2026-05-13T12:00:00
FC-001707,SEC-006,2026-05-14,2,1,0.76,2026-05-13T12:00:00
FC-001708,SEC-006,2026-05-14,3,0,0.84,2026-05-13T12:00:00
FC-001709,SEC-006,2026-05-14,4,0,0.93,2026-05-13T12:00:00
FC-001710,SEC-006,2026-05-14,5,1,0.88,2026-05-13T12:00:00
FC-001711,SEC-006,2026-05-14,6,0,0.95,2026-05-13T12:00:00
FC-001712,SEC-006,2026-05-14,7,0,0.86,2026-05-13T12:00:00
FC-001713,SEC-006,2026-05-14,8,1,0.88,2026-05-13T12:00:00
FC-001714,SEC-006,2026-05-14,9,1,0.92,2026-05-13T12:00:00
FC-001715,SEC-006,2026-05-14,10,0,0.9,2026-05-13T12:00:00
FC-001716,SEC-006,2026-05-14,11,1,0.77,2026-05-13T12:00:00
FC-001717,SEC-006,2026-05-14,12,0,0.73,2026-05-13T12:00:00
FC-001718,SEC-006,2026-05-14,13,0,0.94,2026-05-13T12:00:00
FC-001719,SEC-006,2026-05-14,14,2,0.94,2026-05-13T12:00:00
FC-001720,SEC-006,2026-05-14,15,0,0.75,2026-05-13T12:00:00
FC-001721,SEC-006,2026-05-14,16,1,0.8,2026-05-13T12:00:00
FC-001722,SEC-006,2026-05-14,17,0,0.75,2026-05-13T12:00:00
FC-001723,SEC-006,2026-05-14,18,0,0.88,2026-05-13T12:00:00
FC-001724,SEC-006,2026-05-14,19,0,0.7,2026-05-13T12:00:00
FC-001725,SEC-006,2026-05-14,20,2,0.75,2026-05-13T12:00:00
FC-001726,SEC-006,2026-05-14,21,0,0.72,2026-05-13T12:00:00
FC-001727,SEC-006,2026-05-14,22,3,0.72,2026-05-13T12:00:00
FC-001728,SEC-006,2026-05-14,23,3,0.81,2026-05-13T12:00:00
FC-001729,SEC-001,2026-05-15,0,1,0.83,2026-05-14T12:00:00
FC-001730,SEC-001,2026-05-15,1,0,0.84,2026-05-14T12:00:00
FC-001731,SEC-001,2026-05-15,2,2,0.81,2026-05-14T12:00:00
FC-001732,SEC-001,2026-05-15,3,0,0.94,2026-05-14T12:00:00
FC-001733,SEC-001,2026-05-15,4,1,0.9,2026-05-14T12:00:00
FC-001734,SEC-001,2026-05-15,5,1,0.87,2026-05-14T12:00:00
FC-001735,SEC-001,2026-05-15,6,0,0.71,2026-05-14T12:00:00
FC-001736,SEC-001,2026-05-15,7,0,0.91,2026-05-14T12:00:00
FC-001737,SEC-001,2026-05-15,8,2,0.78,2026-05-14T12:00:00
FC-001738,SEC-001,2026-05-15,9,0,0.78,2026-05-14T12:00:00
FC-001739,SEC-001,2026-05-15,10,0,0.78,2026-05-14T12:00:00
FC-001740,SEC-001,2026-05-15,11,0,0.8,2026-05-14T12:00:00
FC-001741,SEC-001,2026-05-15,12,0,0.87,2026-05-14T12:00:00
FC-001742,SEC-001,2026-05-15,13,0,0.89,2026-05-14T12:00:00
FC-001743,SEC-001,2026-05-15,14,2,0.75,2026-05-14T12:00:00
FC-001744,SEC-001,2026-05-15,15,0,0.75,2026-05-14T12:00:00
FC-001745,SEC-001,2026-05-15,16,0,0.88,2026-05-14T12:00:00
FC-001746,SEC-001,2026-05-15,17,0,0.87,2026-05-14T12:00:00
FC-001747,SEC-001,2026-05-15,18,2,0.73,2026-05-14T12:00:00
FC-001748,SEC-001,2026-05-15,19,0,0.93,2026-05-14T12:00:00
FC-001749,SEC-001,2026-05-15,20,1,0.74,2026-05-14T12:00:00
FC-001750,SEC-001,2026-05-15,21,0,0.86,2026-05-14T12:00:00
FC-001751,SEC-001,2026-05-15,22,2,0.74,2026-05-14T12:00:00
FC-001752,SEC-001,2026-05-15,23,4,0.74,2026-05-14T12:00:00
FC-001753,SEC-002,2026-05-15,0,4,0.92,2026-05-14T12:00:00
FC-001754,SEC-002,2026-05-15,1,1,0.93,2026-05-14T12:00:00
FC-001755,SEC-002,2026-05-15,2,2,0.94,2026-05-14T12:00:00
FC-001756,SEC-002,2026-05-15,3,1,0.75,2026-05-14T12:00:00
FC-001757,SEC-002,2026-05-15,4,2,0.71,2026-05-14T12:00:00
FC-001758,SEC-002,2026-05-15,5,0,0.82,2026-05-14T12:00:00
FC-001759,SEC-002,2026-05-15,6,1,0.89,2026-05-14T12:00:00
FC-001760,SEC-002,2026-05-15,7,1,0.94,2026-05-14T12:00:00
FC-001761,SEC-002,2026-05-15,8,0,0.84,2026-05-14T12:00:00
FC-001762,SEC-002,2026-05-15,9,0,0.75,2026-05-14T12:00:00
FC-001763,SEC-002,2026-05-15,10,0,0.71,2026-05-14T12:00:00
FC-001764,SEC-002,2026-05-15,11,0,0.86,2026-05-14T12:00:00
FC-001765,SEC-002,2026-05-15,12,0,0.81,2026-05-14T12:00:00
FC-001766,SEC-002,2026-05-15,13,0,0.93,2026-05-14T12:00:00
FC-001767,SEC-002,2026-05-15,14,1,0.88,2026-05-14T12:00:00
FC-001768,SEC-002,2026-05-15,15,1,0.82,2026-05-14T12:00:00
FC-001769,SEC-002,2026-05-15,16,3,0.71,2026-05-14T12:00:00
FC-001770,SEC-002,2026-05-15,17,0,0.89,2026-05-14T12:00:00
FC-001771,SEC-002,2026-05-15,18,0,0.74,2026-05-14T12:00:00
FC-001772,SEC-002,2026-05-15,19,0,0.75,2026-05-14T12:00:00
FC-001773,SEC-002,2026-05-15,20,0,0.89,2026-05-14T12:00:00
FC-001774,SEC-002,2026-05-15,21,0,0.91,2026-05-14T12:00:00
FC-001775,SEC-002,2026-05-15,22,2,0.84,2026-05-14T12:00:00
FC-001776,SEC-002,2026-05-15,23,2,0.93,2026-05-14T12:00:00
FC-001777,SEC-003,2026-05-15,0,3,0.75,2026-05-14T12:00:00
FC-001778,SEC-003,2026-05-15,1,3,0.82,2026-05-14T12:00:00
FC-001779,SEC-003,2026-05-15,2,3,0.82,2026-05-14T12:00:00
FC-001780,SEC-003,2026-05-15,3,1,0.88,2026-05-14T12:00:00
FC-001781,SEC-003,2026-05-15,4,3,0.85,2026-05-14T12:00:00
FC-001782,SEC-003,2026-05-15,5,1,0.72,2026-05-14T12:00:00
FC-001783,SEC-003,2026-05-15,6,1,0.85,2026-05-14T12:00:00
FC-001784,SEC-003,2026-05-15,7,0,0.85,2026-05-14T12:00:00
FC-001785,SEC-003,2026-05-15,8,0,0.87,2026-05-14T12:00:00
FC-001786,SEC-003,2026-05-15,9,0,0.73,2026-05-14T12:00:00
FC-001787,SEC-003,2026-05-15,10,0,0.74,2026-05-14T12:00:00
FC-001788,SEC-003,2026-05-15,11,0,0.71,2026-05-14T12:00:00
FC-001789,SEC-003,2026-05-15,12,1,0.76,2026-05-14T12:00:00
FC-001790,SEC-003,2026-05-15,13,0,0.81,2026-05-14T12:00:00
FC-001791,SEC-003,2026-05-15,14,0,0.89,2026-05-14T12:00:00
FC-001792,SEC-003,2026-05-15,15,0,0.78,2026-05-14T12:00:00
FC-001793,SEC-003,2026-05-15,16,0,0.82,2026-05-14T12:00:00
FC-001794,SEC-003,2026-05-15,17,0,0.77,2026-05-14T12:00:00
FC-001795,SEC-003,2026-05-15,18,1,0.7,2026-05-14T12:00:00
FC-001796,SEC-003,2026-05-15,19,0,0.84,2026-05-14T12:00:00
FC-001797,SEC-003,2026-05-15,20,0,0.78,2026-05-14T12:00:00
FC-001798,SEC-003,2026-05-15,21,0,0.93,2026-05-14T12:00:00
FC-001799,SEC-003,2026-05-15,22,3,0.93,2026-05-14T12:00:00
FC-001800,SEC-003,2026-05-15,23,2,0.88,2026-05-14T12:00:00
FC-001801,SEC-004,2026-05-15,0,1,0.85,2026-05-14T12:00:00
FC-001802,SEC-004,2026-05-15,1,2,0.72,2026-05-14T12:00:00
FC-001803,SEC-004,2026-05-15,2,3,0.94,2026-05-14T12:00:00
FC-001804,SEC-004,2026-05-15,3,3,0.95,2026-05-14T12:00:00
FC-001805,SEC-004,2026-05-15,4,3,0.85,2026-05-14T12:00:00
FC-001806,SEC-004,2026-05-15,5,0,0.83,2026-05-14T12:00:00
FC-001807,SEC-004,2026-05-15,6,0,0.75,2026-05-14T12:00:00
FC-001808,SEC-004,2026-05-15,7,1,0.95,2026-05-14T12:00:00
FC-001809,SEC-004,2026-05-15,8,1,0.84,2026-05-14T12:00:00
FC-001810,SEC-004,2026-05-15,9,0,0.89,2026-05-14T12:00:00
FC-001811,SEC-004,2026-05-15,10,0,0.86,2026-05-14T12:00:00
FC-001812,SEC-004,2026-05-15,11,0,0.84,2026-05-14T12:00:00
FC-001813,SEC-004,2026-05-15,12,0,0.74,2026-05-14T12:00:00
FC-001814,SEC-004,2026-05-15,13,1,0.81,2026-05-14T12:00:00
FC-001815,SEC-004,2026-05-15,14,0,0.76,2026-05-14T12:00:00
FC-001816,SEC-004,2026-05-15,15,0,0.76,2026-05-14T12:00:00
FC-001817,SEC-004,2026-05-15,16,0,0.7,2026-05-14T12:00:00
FC-001818,SEC-004,2026-05-15,17,0,0.7,2026-05-14T12:00:00
FC-001819,SEC-004,2026-05-15,18,1,0.87,2026-05-14T12:00:00
FC-001820,SEC-004,2026-05-15,19,1,0.93,2026-05-14T12:00:00
FC-001821,SEC-004,2026-05-15,20,0,0.84,2026-05-14T12:00:00
FC-001822,SEC-004,2026-05-15,21,0,0.91,2026-05-14T12:00:00
FC-001823,SEC-004,2026-05-15,22,1,0.93,2026-05-14T12:00:00
FC-001824,SEC-004,2026-05-15,23,1,0.89,2026-05-14T12:00:00
FC-001825,SEC-005,2026-05-15,0,1,0.89,2026-05-14T12:00:00
FC-001826,SEC-005,2026-05-15,1,1,0.91,2026-05-14T12:00:00
FC-001827,SEC-005,2026-05-15,2,1,0.75,2026-05-14T12:00:00
FC-001828,SEC-005,2026-05-15,3,2,0.88,2026-05-14T12:00:00
FC-001829,SEC-005,2026-05-15,4,0,0.72,2026-05-14T12:00:00
FC-001830,SEC-005,2026-05-15,5,1,0.88,2026-05-14T12:00:00
FC-001831,SEC-005,2026-05-15,6,2,0.72,2026-05-14T12:00:00
FC-001832,SEC-005,2026-05-15,7,0,0.82,2026-05-14T12:00:00
FC-001833,SEC-005,2026-05-15,8,0,0.8,2026-05-14T12:00:00
FC-001834,SEC-005,2026-05-15,9,1,0.85,2026-05-14T12:00:00
FC-001835,SEC-005,2026-05-15,10,1,0.92,2026-05-14T12:00:00
FC-001836,SEC-005,2026-05-15,11,1,0.92,2026-05-14T12:00:00
FC-001837,SEC-005,2026-05-15,12,1,0.81,2026-05-14T12:00:00
FC-001838,SEC-005,2026-05-15,13,1,0.93,2026-05-14T12:00:00
FC-001839,SEC-005,2026-05-15,14,0,0.88,2026-05-14T12:00:00
FC-001840,SEC-005,2026-05-15,15,0,0.83,2026-05-14T12:00:00
FC-001841,SEC-005,2026-05-15,16,0,0.83,2026-05-14T12:00:00
FC-001842,SEC-005,2026-05-15,17,0,0.86,2026-05-14T12:00:00
FC-001843,SEC-005,2026-05-15,18,1,0.7,2026-05-14T12:00:00
FC-001844,SEC-005,2026-05-15,19,0,0.87,2026-05-14T12:00:00
FC-001845,SEC-005,2026-05-15,20,0,0.85,2026-05-14T12:00:00
FC-001846,SEC-005,2026-05-15,21,0,0.77,2026-05-14T12:00:00
FC-001847,SEC-005,2026-05-15,22,0,0.92,2026-05-14T12:00:00
FC-001848,SEC-005,2026-05-15,23,4,0.9,2026-05-14T12:00:00
