history_id,task_id,actual_start,actual_end,work_done,completion_status,actual_duration_minutes,team_lead
HIST-05453,TASK-05496,2025-08-22T00:10:00,2025-08-22T05:00:00,Routine PM: Annual Track Parameter Tamping & Alignment Check.,COMPLETED,290,T-101 (Engineering Gang)
HIST-05466,TASK-05509,2024-03-21T00:05:00,2024-03-21T05:07:00,Routine PM: Annual Track Parameter Tamping & Alignment Check.,COMPLETED,302,T-101 (Engineering Gang)
HIST-05467,TASK-05510,2025-03-20T23:53:00,2025-03-21T05:05:00,Routine PM: Annual Track Parameter Tamping & Alignment Check.,COMPLETED,312,T-302
HIST-05468,TASK-05511,2026-03-21T00:04:00,2026-03-21T05:11:00,Routine PM: Annual Track Parameter Tamping & Alignment Check.,COMPLETED,307,T-201 (Signal Staff)
HIST-05475,TASK-05518,2024-07-25T00:08:00,2024-07-25T05:15:00,Routine PM: Annual Track Parameter Tamping & Alignment Check.,COMPLETED,307,T-202
HIST-05476,TASK-05519,2025-07-25T00:20:00,2025-07-25T05:11:00,Routine PM: Annual Track Parameter Tamping & Alignment Check.,COMPLETED,291,T-202
HIST-05477,TASK-05520,2026-07-25T00:26:00,2026-07-25T05:14:00,Routine PM: Annual Track Parameter Tamping & Alignment Check.,COMPLETED,288,T-302
HIST-05538,TASK-05581,2023-12-21T23:36:00,2023-12-22T04:33:00,Routine PM: Annual Track Parameter Tamping & Alignment Check.,COMPLETED,297,T-201 (Signal Staff)
HIST-05539,TASK-05582,2024-12-21T00:10:00,2024-12-21T05:15:00,Routine PM: Annual Track Parameter Tamping & Alignment Check.,COMPLETED,305,T-302
HIST-05540,TASK-05583,2025-12-21T00:19:00,2025-12-21T05:15:00,Routine PM: Annual Track Parameter Tamping & Alignment Check.,COMPLETED,296,T-102
HIST-05541,TASK-05584,2023-11-14T23:47:00,2023-11-15T04:32:00,Routine PM: Annual Track Parameter Tamping & Alignment Check.,COMPLETED,285,T-202
HIST-05542,TASK-05585,2024-11-13T23:54:00,2024-11-14T04:43:00,Routine PM: Annual Track Parameter Tamping & Alignment Check.,COMPLETED,289,T-302
HIST-05543,TASK-05586,2025-11-14T00:01:00,2025-11-14T04:47:00,Routine PM: Annual Track Parameter Tamping & Alignment Check.,COMPLETED,286,T-302
HIST-05592,TASK-05635,2024-06-18T00:15:00,2024-06-18T05:07:00,Routine PM: Annual Track Parameter Tamping & Alignment Check.,COMPLETED,292,T-302
HIST-05593,TASK-05636,2025-06-17T23:55:00,2025-06-18T04:50:00,Routine PM: Annual Track Parameter Tamping & Alignment Check.,COMPLETED,295,T-201 (Signal Staff)
HIST-05594,TASK-05637,2026-06-17T23:39:00,2026-06-18T04:51:00,Routine PM: Annual Track Parameter Tamping & Alignment Check.,COMPLETED,312,T-101 (Engineering Gang)
HIST-05607,TASK-05650,2023-10-19T23:50:00,2023-10-20T04:52:00,Routine PM: Annual Track Parameter Tamping & Alignment Check.,COMPLETED,302,T-201 (Signal Staff)
HIST-05608,TASK-05651,2024-10-18T23:38:00,2024-10-19T04:49:00,Routine PM: Annual Track Parameter Tamping & Alignment Check.,COMPLETED,311,T-102
HIST-05609,TASK-05652,2025-10-18T23:53:00,2025-10-19T04:52:00,Routine PM: Annual Track Parameter Tamping & Alignment Check.,COMPLETED,299,T-101 (Engineering Gang)
HIST-05628,TASK-05671,2024-02-11T23:57:00,2024-02-12T04:47:00,Routine PM: Annual Track Parameter Tamping & Alignment Check.,COMPLETED,290,T-202
HIST-05629,TASK-05672,2025-02-11T00:24:00,2025-02-11T05:22:00,Routine PM: Annual Track Parameter Tamping & Alignment Check.,COMPLETED,298,T-201 (Signal Staff)
HIST-05630,TASK-05673,2026-02-11T00:15:00,2026-02-11T05:09:00,Routine PM: Annual Track Parameter Tamping & Alignment Check.,COMPLETED,294,T-301 (OHE Gang)
HIST-05631,TASK-05674,2024-07-04T23:31:00,2024-07-05T04:39:00,Routine PM: Annual Track Parameter Tamping & Alignment Check.,COMPLETED,308,T-302
HIST-05632,TASK-05675,2025-07-05T00:29:00,2025-07-05T05:43:00,Routine PM: Annual Track Parameter Tamping & Alignment Check.,COMPLETED,314,T-302
HIST-05633,TASK-05676,2026-07-04T23:31:00,2026-07-05T04:33:00,Routine PM: Annual Track Parameter Tamping & Alignment Check.,COMPLETED,302,T-101 (Engineering Gang)
HIST-05634,TASK-05677,2023-12-30T00:20:00,2023-12-30T05:18:00,Routine PM: Annual Track Parameter Tamping & Alignment Check.,COMPLETED,298,T-102
HIST-05635,TASK-05678,2024-12-28T23:35:00,2024-12-29T04:42:00,Routine PM: Annual Track Parameter Tamping & Alignment Check.,COMPLETED,307,T-102
HIST-05636,TASK-05679,2025-12-29T00:05:00,2025-12-29T04:54:00,Routine PM: Annual Track Parameter Tamping & Alignment Check.,COMPLETED,289,T-302
HIST-05637,TASK-05680,2024-06-23T00:04:00,2024-06-23T04:54:00,Routine PM: Annual Track Parameter Tamping & Alignment Check.,COMPLETED,290,T-202
HIST-05638,TASK-05681,2025-06-23T00:11:00,2025-06-23T04:59:00,Routine PM: Annual Track Parameter Tamping & Alignment Check.,COMPLETED,288,T-301 (OHE Gang)
HIST-05639,TASK-05682,2026-06-22T23:54:00,2026-06-23T04:55:00,Routine PM: Annual Track Parameter Tamping & Alignment Check.,COMPLETED,301,T-101 (Engineering Gang)
HIST-05640,TASK-05683,2024-03-06T23:42:00,2024-03-07T04:38:00,Routine PM: Annual Track Parameter Tamping & Alignment Check.,COMPLETED,296,T-202
HIST-05641,TASK-05684,2025-03-07T00:01:00,2025-03-07T04:46:00,Routine PM: Annual Track Parameter Tamping & Alignment Check.,COMPLETED,285,T-202
HIST-05642,TASK-05685,2026-03-06T23:57:00,2026-03-07T05:07:00,Routine PM: Annual Track Parameter Tamping & Alignment Check.,COMPLETED,310,T-301 (OHE Gang)
HIST-05661,TASK-05704,2023-12-30T23:49:00,2023-12-31T04:59:00,Routine PM: Annual Track Parameter Tamping & Alignment Check.,COMPLETED,310,T-302
HIST-05662,TASK-05705,2024-12-30T00:04:00,2024-12-30T05:11:00,Routine PM: Annual Track Parameter Tamping & Alignment Check.,COMPLETED,307,T-301 (OHE Gang)
HIST-05663,TASK-05706,2025-12-30T00:16:00,2025-12-30T05:12:00,Routine PM: Annual Track Parameter Tamping & Alignment Check.,COMPLETED,296,T-202
HIST-05676,TASK-05719,2024-05-22T00:29:00,2024-05-22T05:28:00,Routine PM: Annual Track Parameter Tamping & Alignment Check.,COMPLETED,299,T-301 (OHE Gang)
HIST-05677,TASK-05720,2025-05-22T00:03:00,2025-05-22T04:55:00,Routine PM: Annual Track Parameter Tamping & Alignment Check.,COMPLETED,292,T-201 (Signal Staff)
HIST-05678,TASK-05721,2026-05-21T23:57:00,2026-05-22T04:45:00,Routine PM: Annual Track Parameter Tamping & Alignment Check.,COMPLETED,288,T-201 (Signal Staff)
HIST-05703,TASK-05746,2023-12-22T00:29:00,2023-12-22T05:20:00,Routine PM: Annual Track Parameter Tamping & Alignment Check.,COMPLETED,291,T-102
HIST-05704,TASK-05747,2024-12-21T00:20:00,2024-12-21T05:06:00,Routine PM: Annual Track Parameter Tamping & Alignment Check.,COMPLETED,286,T-201 (Signal Staff)
HIST-05705,TASK-05748,2025-12-21T00:23:00,2025-12-21T05:13:00,Routine PM: Annual Track Parameter Tamping & Alignment Check.,COMPLETED,290,T-101 (Engineering Gang)
HIST-05736,TASK-05779,2023-11-18T00:21:00,2023-11-18T05:30:00,Routine PM: Annual Track Parameter Tamping & Alignment Check.,COMPLETED,309,T-202
HIST-05737,TASK-05780,2024-11-17T00:14:00,2024-11-17T05:21:00,Routine PM: Annual Track Parameter Tamping & Alignment Check.,COMPLETED,307,T-301 (OHE Gang)
HIST-05738,TASK-05781,2025-11-17T00:13:00,2025-11-17T05:16:00,Routine PM: Annual Track Parameter Tamping & Alignment Check.,COMPLETED,303,T-202
HIST-05781,TASK-05824,2024-03-08T00:07:00,2024-03-08T05:08:00,Routine PM: Annual Track Parameter Tamping & Alignment Check.,COMPLETED,301,T-101 (Engineering Gang)
HIST-05782,TASK-05825,2025-03-08T00:27:00,2025-03-08T05:31:00,Routine PM: Annual Track Parameter Tamping & Alignment Check.,COMPLETED,304,T-201 (Signal Staff)
HIST-05783,TASK-05826,2026-03-07T23:47:00,2026-03-08T04:43:00,Routine PM: Annual Track Parameter Tamping & Alignment Check.,COMPLETED,296,T-302
HIST-05784,TASK-05827,2023-12-25T00:04:00,2023-12-25T05:17:00,Routine PM: Annual Track Parameter Tamping & Alignment Check.,COMPLETED,313,T-201 (Signal Staff)
HIST-05785,TASK-05828,2024-12-23T23:31:00,2024-12-24T04:45:00,Routine PM: Annual Track Parameter Tamping & Alignment Check.,COMPLETED,314,T-301 (OHE Gang)
HIST-05786,TASK-05829,2025-12-24T00:09:00,2025-12-24T05:02:00,Routine PM: Annual Track Parameter Tamping & Alignment Check.,COMPLETED,293,T-202
HIST-05799,TASK-05842,2023-08-26T00:03:00,2023-08-26T04:51:00,Routine PM: Annual Track Parameter Tamping & Alignment Check.,COMPLETED,288,T-102
HIST-05800,TASK-05843,2024-08-24T23:58:00,2024-08-25T04:46:00,Routine PM: Annual Track Parameter Tamping & Alignment Check.,COMPLETED,288,T-202
HIST-05801,TASK-05844,2025-08-24T23:36:00,2025-08-25T04:34:00,Routine PM: Annual Track Parameter Tamping & Alignment Check.,COMPLETED,298,T-102
HIST-05802,TASK-05845,2024-02-20T23:36:00,2024-02-21T04:21:00,Routine PM: Annual Track Parameter Tamping & Alignment Check.,COMPLETED,285,T-301 (OHE Gang)
HIST-05803,TASK-05846,2025-02-20T00:08:00,2025-02-20T04:57:00,Routine PM: Annual Track Parameter Tamping & Alignment Check.,COMPLETED,289,T-101 (Engineering Gang)
HIST-05804,TASK-05847,2026-02-20T00:04:00,2026-02-20T05:00:00,Routine PM: Annual Track Parameter Tamping & Alignment Check.,COMPLETED,296,T-201 (Signal Staff)
HIST-05805,TASK-05848,2024-04-26T23:48:00,2024-04-27T04:50:00,Routine PM: Annual Track Parameter Tamping & Alignment Check.,COMPLETED,302,T-301 (OHE Gang)
HIST-05806,TASK-05849,2025-04-27T00:14:00,2025-04-27T05:09:00,Routine PM: Annual Track Parameter Tamping & Alignment Check.,COMPLETED,295,T-202
HIST-05807,TASK-05850,2026-04-26T23:42:00,2026-04-27T04:44:00,Routine PM: Annual Track Parameter Tamping & Alignment Check.,COMPLETED,302,T-101 (Engineering Gang)
HIST-05814,TASK-05857,2024-05-22T00:02:00,2024-05-22T05:08:00,Routine PM: Annual Track Parameter Tamping & Alignment Check.,COMPLETED,306,T-101 (Engineering Gang)
HIST-05815,TASK-05858,2025-05-22T00:00:00,2025-05-22T05:03:00,Routine PM: Annual Track Parameter Tamping & Alignment Check.,COMPLETED,303,T-302
HIST-05816,TASK-05859,2026-05-22T00:17:00,2026-05-22T05:18:00,Routine PM: Annual Track Parameter Tamping & Alignment Check.,COMPLETED,301,T-102
HIST-05853,TASK-05896,2024-03-02T00:17:00,2024-03-02T05:14:00,Routine PM: Annual Track Parameter Tamping & Alignment Check.,COMPLETED,297,T-301 (OHE Gang)
HIST-05854,TASK-05897,2025-03-02T00:14:00,2025-03-02T05:03:00,Routine PM: Annual Track Parameter Tamping & Alignment Check.,COMPLETED,289,T-301 (OHE Gang)
HIST-05855,TASK-05898,2026-03-02T00:11:00,2026-03-02T05:04:00,Routine PM: Annual Track Parameter Tamping & Alignment Check.,COMPLETED,293,T-101 (Engineering Gang)
HIST-05862,TASK-05905,2023-12-12T23:57:00,2023-12-13T04:48:00,Routine PM: Annual Track Parameter Tamping & Alignment Check.,COMPLETED,291,T-101 (Engineering Gang)
HIST-05863,TASK-05906,2024-12-12T00:13:00,2024-12-12T05:21:00,Routine PM: Annual Track Parameter Tamping & Alignment Check.,COMPLETED,308,T-102
HIST-05864,TASK-05907,2025-12-12T00:17:00,2025-12-12T05:17:00,Routine PM: Annual Track Parameter Tamping & Alignment Check.,COMPLETED,300,T-101 (Engineering Gang)
HIST-05865,TASK-05908,2024-06-01T23:38:00,2024-06-02T04:52:00,Routine PM: Annual Track Parameter Tamping & Alignment Check.,COMPLETED,314,T-102
HIST-05866,TASK-05909,2025-06-01T23:37:00,2025-06-02T04:44:00,Routine PM: Annual Track Parameter Tamping & Alignment Check.,COMPLETED,307,T-102
HIST-05867,TASK-05910,2026-06-01T23:56:00,2026-06-02T04:46:00,Routine PM: Annual Track Parameter Tamping & Alignment Check.,COMPLETED,290,T-202
HIST-05868,TASK-05911,2024-07-10T23:44:00,2024-07-11T04:39:00,Routine PM: Annual Track Parameter Tamping & Alignment Check.,COMPLETED,295,T-102
HIST-05869,TASK-05912,2025-07-10T23:30:00,2025-07-11T04:17:00,Routine PM: Annual Track Parameter Tamping & Alignment Check.,COMPLETED,287,T-302
HIST-05870,TASK-05913,2026-07-10T23:58:00,2026-07-11T04:48:00,Routine PM: Annual Track Parameter Tamping & Alignment Check.,COMPLETED,290,T-102
HIST-05895,TASK-05938,2024-06-10T23:56:00,2024-06-11T04:48:00,Routine PM: Annual Track Parameter Tamping & Alignment Check.,COMPLETED,292,T-202
HIST-05896,TASK-05939,2025-06-10T23:59:00,2025-06-11T05:06:00,Routine PM: Annual Track Parameter Tamping & Alignment Check.,COMPLETED,307,T-102
HIST-05897,TASK-05940,2026-06-10T23:54:00,2026-06-11T04:44:00,Routine PM: Annual Track Parameter Tamping & Alignment Check.,COMPLETED,290,T-202
HIST-05910,TASK-05953,2023-09-22T00:07:00,2023-09-22T05:19:00,Routine PM: Annual Track Parameter Tamping & Alignment Check.,COMPLETED,312,T-301 (OHE Gang)
HIST-05911,TASK-05954,2024-09-21T00:14:00,2024-09-21T05:20:00,Routine PM: Annual Track Parameter Tamping & Alignment Check.,COMPLETED,306,T-302
HIST-05912,TASK-05955,2025-09-20T23:53:00,2025-09-21T05:04:00,Routine PM: Annual Track Parameter Tamping & Alignment Check.,COMPLETED,311,T-102
HIST-05931,TASK-05974,2023-11-05T00:28:00,2023-11-05T05:14:00,Routine PM: Annual Track Parameter Tamping & Alignment Check.,COMPLETED,286,T-101 (Engineering Gang)
HIST-05932,TASK-05975,2024-11-03T23:50:00,2024-11-04T04:39:00,Routine PM: Annual Track Parameter Tamping & Alignment Check.,COMPLETED,289,T-202
HIST-05933,TASK-05976,2025-11-03T23:40:00,2025-11-04T04:38:00,Routine PM: Annual Track Parameter Tamping & Alignment Check.,COMPLETED,298,T-101 (Engineering Gang)
HIST-05940,TASK-05983,2023-12-18T23:34:00,2023-12-19T04:20:00,Routine PM: Annual Track Parameter Tamping & Alignment Check.,COMPLETED,286,T-101 (Engineering Gang)
HIST-05941,TASK-05984,2024-12-18T00:09:00,2024-12-18T05:20:00,Routine PM: Annual Track Parameter Tamping & Alignment Check.,COMPLETED,311,T-101 (Engineering Gang)
HIST-05942,TASK-05985,2025-12-18T00:13:00,2025-12-18T05:20:00,Routine PM: Annual Track Parameter Tamping & Alignment Check.,COMPLETED,307,T-102
HIST-05979,TASK-06022,2023-12-27T23:41:00,2023-12-28T04:29:00,Routine PM: Annual Track Parameter Tamping & Alignment Check.,COMPLETED,288,T-301 (OHE Gang)
HIST-05980,TASK-06023,2024-12-26T23:59:00,2024-12-27T04:48:00,Routine PM: Annual Track Parameter Tamping & Alignment Check.,COMPLETED,289,T-302
HIST-05981,TASK-06024,2025-12-27T00:07:00,2025-12-27T04:54:00,Routine PM: Annual Track Parameter Tamping & Alignment Check.,COMPLETED,287,T-201 (Signal Staff)
HIST-05982,TASK-06025,2024-02-26T00:15:00,2024-02-26T05:01:00,Routine PM: Annual Track Parameter Tamping & Alignment Check.,COMPLETED,286,T-101 (Engineering Gang)
HIST-05983,TASK-06026,2025-02-24T23:44:00,2025-02-25T04:35:00,Routine PM: Annual Track Parameter Tamping & Alignment Check.,COMPLETED,291,T-202
HIST-05984,TASK-06027,2026-02-24T23:35:00,2026-02-25T04:28:00,Routine PM: Annual Track Parameter Tamping & Alignment Check.,COMPLETED,293,T-202
HIST-05985,TASK-06028,2023-10-20T23:58:00,2023-10-21T04:55:00,Routine PM: Annual Track Parameter Tamping & Alignment Check.,COMPLETED,297,T-301 (OHE Gang)
HIST-05986,TASK-06029,2024-10-20T00:12:00,2024-10-20T05:08:00,Routine PM: Annual Track Parameter Tamping & Alignment Check.,COMPLETED,296,T-201 (Signal Staff)
HIST-05987,TASK-06030,2025-10-19T23:43:00,2025-10-20T04:50:00,Routine PM: Annual Track Parameter Tamping & Alignment Check.,COMPLETED,307,T-301 (OHE Gang)
HIST-05994,TASK-06037,2024-07-21T23:43:00,2024-07-22T04:29:00,Routine PM: Annual Track Parameter Tamping & Alignment Check.,COMPLETED,286,T-202
HIST-05995,TASK-06038,2025-07-22T00:13:00,2025-07-22T05:11:00,Routine PM: Annual Track Parameter Tamping & Alignment Check.,COMPLETED,298,T-101 (Engineering Gang)
HIST-05996,TASK-06039,2026-07-21T23:45:00,2026-07-22T04:55:00,Routine PM: Annual Track Parameter Tamping & Alignment Check.,COMPLETED,310,T-202
HIST-05997,TASK-06040,2023-12-02T23:46:00,2023-12-03T04:43:00,Routine PM: Annual Track Parameter Tamping & Alignment Check.,COMPLETED,297,T-102
HIST-05998,TASK-06041,2024-12-01T23:40:00,2024-12-02T04:26:00,Routine PM: Annual Track Parameter Tamping & Alignment Check.,COMPLETED,286,T-102
HIST-05999,TASK-06042,2025-12-01T23:51:00,2025-12-02T05:05:00,Routine PM: Annual Track Parameter Tamping & Alignment Check.,COMPLETED,314,T-201 (Signal Staff)
HIST-06030,TASK-06073,2024-05-08T00:11:00,2024-05-08T05:24:00,Routine PM: Annual Track Parameter Tamping & Alignment Check.,COMPLETED,313,T-301 (OHE Gang)
HIST-06031,TASK-06074,2025-05-08T00:05:00,2025-05-08T04:53:00,Routine PM: Annual Track Parameter Tamping & Alignment Check.,COMPLETED,288,T-101 (Engineering Gang)
HIST-06032,TASK-06075,2026-05-07T23:38:00,2026-05-08T04:52:00,Routine PM: Annual Track Parameter Tamping & Alignment Check.,COMPLETED,314,T-301 (OHE Gang)
HIST-06039,TASK-06082,2023-09-20T00:21:00,2023-09-20T05:20:00,Routine PM: Annual Track Parameter Tamping & Alignment Check.,COMPLETED,299,T-102
HIST-06040,TASK-06083,2024-09-19T00:28:00,2024-09-19T05:36:00,Routine PM: Annual Track Parameter Tamping & Alignment Check.,COMPLETED,308,T-102
HIST-06041,TASK-06084,2025-09-18T23:32:00,2025-09-19T04:41:00,Routine PM: Annual Track Parameter Tamping & Alignment Check.,COMPLETED,309,T-302
HIST-06042,TASK-06085,2024-03-09T00:25:00,2024-03-09T05:25:00,Routine PM: Annual Track Parameter Tamping & Alignment Check.,COMPLETED,300,T-302
HIST-06043,TASK-06086,2025-03-09T00:05:00,2025-03-09T04:54:00,Routine PM: Annual Track Parameter Tamping & Alignment Check.,COMPLETED,289,T-201 (Signal Staff)
HIST-06044,TASK-06087,2026-03-08T23:54:00,2026-03-09T05:00:00,Routine PM: Annual Track Parameter Tamping & Alignment Check.,COMPLETED,306,T-102
HIST-06045,TASK-06088,2024-01-10T23:33:00,2024-01-11T04:38:00,Routine PM: Annual Track Parameter Tamping & Alignment Check.,COMPLETED,305,T-101 (Engineering Gang)
HIST-06046,TASK-06089,2025-01-10T00:12:00,2025-01-10T04:57:00,Routine PM: Annual Track Parameter Tamping & Alignment Check.,COMPLETED,285,T-302
HIST-06047,TASK-06090,2026-01-10T00:00:00,2026-01-10T04:59:00,Routine PM: Annual Track Parameter Tamping & Alignment Check.,COMPLETED,299,T-301 (OHE Gang)
HIST-06066,TASK-06109,2023-11-06T23:36:00,2023-11-07T04:32:00,Routine PM: Annual Track Parameter Tamping & Alignment Check.,COMPLETED,296,T-302
HIST-06067,TASK-06110,2024-11-06T00:17:00,2024-11-06T05:21:00,Routine PM: Annual Track Parameter Tamping & Alignment Check.,COMPLETED,304,T-202
HIST-06068,TASK-06111,2025-11-06T00:23:00,2025-11-06T05:17:00,Routine PM: Annual Track Parameter Tamping & Alignment Check.,COMPLETED,294,T-301 (OHE Gang)
HIST-06075,TASK-06118,2024-06-05T23:42:00,2024-06-06T04:55:00,Routine PM: Annual Track Parameter Tamping & Alignment Check.,COMPLETED,313,T-202
HIST-06076,TASK-06119,2025-06-05T23:39:00,2025-06-06T04:47:00,Routine PM: Annual Track Parameter Tamping & Alignment Check.,COMPLETED,308,T-202
HIST-06077,TASK-06120,2026-06-06T00:10:00,2026-06-06T05:24:00,Routine PM: Annual Track Parameter Tamping & Alignment Check.,COMPLETED,314,T-302
HIST-06078,TASK-06121,2024-03-11T00:26:00,2024-03-11T05:22:00,Routine PM: Annual Track Parameter Tamping & Alignment Check.,COMPLETED,296,T-202
HIST-06079,TASK-06122,2025-03-11T00:03:00,2025-03-11T04:48:00,Routine PM: Annual Track Parameter Tamping & Alignment Check.,COMPLETED,285,T-101 (Engineering Gang)
HIST-06080,TASK-06123,2026-03-10T23:55:00,2026-03-11T04:58:00,Routine PM: Annual Track Parameter Tamping & Alignment Check.,COMPLETED,303,T-301 (OHE Gang)
HIST-06081,TASK-06124,2023-11-16T00:03:00,2023-11-16T04:58:00,Routine PM: Annual Track Parameter Tamping & Alignment Check.,COMPLETED,295,T-301 (OHE Gang)
HIST-06082,TASK-06125,2024-11-15T00:16:00,2024-11-15T05:06:00,Routine PM: Annual Track Parameter Tamping & Alignment Check.,COMPLETED,290,T-301 (OHE Gang)
HIST-06083,TASK-06126,2025-11-14T23:41:00,2025-11-15T04:45:00,Routine PM: Annual Track Parameter Tamping & Alignment Check.,COMPLETED,304,T-302
HIST-06084,TASK-06127,2024-03-19T23:36:00,2024-03-20T04:49:00,Routine PM: Annual Track Parameter Tamping & Alignment Check.,COMPLETED,313,T-101 (Engineering Gang)
HIST-06085,TASK-06128,2025-03-19T23:57:00,2025-03-20T05:06:00,Routine PM: Annual Track Parameter Tamping & Alignment Check.,COMPLETED,309,T-201 (Signal Staff)
HIST-06086,TASK-06129,2026-03-20T00:11:00,2026-03-20T05:09:00,Routine PM: Annual Track Parameter Tamping & Alignment Check.,COMPLETED,298,T-102
HIST-06099,TASK-06142,2024-02-15T00:25:00,2024-02-15T05:17:00,Routine PM: Annual Track Parameter Tamping & Alignment Check.,COMPLETED,292,T-301 (OHE Gang)
HIST-06100,TASK-06143,2025-02-14T00:05:00,2025-02-14T05:12:00,Routine PM: Annual Track Parameter Tamping & Alignment Check.,COMPLETED,307,T-202
HIST-06101,TASK-06144,2026-02-13T23:48:00,2026-02-14T04:51:00,Routine PM: Annual Track Parameter Tamping & Alignment Check.,COMPLETED,303,T-301 (OHE Gang)
HIST-06102,TASK-06145,2023-10-08T00:19:00,2023-10-08T05:13:00,Routine PM: Annual Track Parameter Tamping & Alignment Check.,COMPLETED,294,T-101 (Engineering Gang)
HIST-06103,TASK-06146,2024-10-06T23:46:00,2024-10-07T04:31:00,Routine PM: Annual Track Parameter Tamping & Alignment Check.,COMPLETED,285,T-202
HIST-06104,TASK-06147,2025-10-07T00:25:00,2025-10-07T05:32:00,Routine PM: Annual Track Parameter Tamping & Alignment Check.,COMPLETED,307,T-202
HIST-06111,TASK-06154,2023-09-02T00:10:00,2023-09-02T04:56:00,Routine PM: Annual Track Parameter Tamping & Alignment Check.,COMPLETED,286,T-202
HIST-06112,TASK-06155,2024-09-01T00:03:00,2024-09-01T04:56:00,Routine PM: Annual Track Parameter Tamping & Alignment Check.,COMPLETED,293,T-101 (Engineering Gang)
HIST-06113,TASK-06156,2025-08-31T23:49:00,2025-09-01T04:54:00,Routine PM: Annual Track Parameter Tamping & Alignment Check.,COMPLETED,305,T-102
HIST-06114,TASK-06157,2023-12-13T23:44:00,2023-12-14T04:29:00,Routine PM: Annual Track Parameter Tamping & Alignment Check.,COMPLETED,285,T-202
HIST-06115,TASK-06158,2024-12-13T00:14:00,2024-12-13T05:28:00,Routine PM: Annual Track Parameter Tamping & Alignment Check.,COMPLETED,314,T-202
HIST-06116,TASK-06159,2025-12-12T23:49:00,2025-12-13T04:48:00,Routine PM: Annual Track Parameter Tamping & Alignment Check.,COMPLETED,299,T-302
HIST-06123,TASK-06166,2023-12-17T00:19:00,2023-12-17T05:17:00,Routine PM: Annual Track Parameter Tamping & Alignment Check.,COMPLETED,298,T-102
HIST-06124,TASK-06167,2024-12-16T00:17:00,2024-12-16T05:13:00,Routine PM: Annual Track Parameter Tamping & Alignment Check.,COMPLETED,296,T-102
HIST-06125,TASK-06168,2025-12-16T00:05:00,2025-12-16T05:00:00,Routine PM: Annual Track Parameter Tamping & Alignment Check.,COMPLETED,295,T-102
HIST-06150,TASK-06193,2023-09-12T23:41:00,2023-09-13T04:48:00,Routine PM: Annual Track Parameter Tamping & Alignment Check.,COMPLETED,307,T-201 (Signal Staff)
HIST-06151,TASK-06194,2024-09-11T23:46:00,2024-09-12T04:40:00,Routine PM: Annual Track Parameter Tamping & Alignment Check.,COMPLETED,294,T-302
HIST-06152,TASK-06195,2025-09-12T00:04:00,2025-09-12T04:53:00,Routine PM: Annual Track Parameter Tamping & Alignment Check.,COMPLETED,289,T-102
HIST-06153,TASK-06196,2023-08-20T00:02:00,2023-08-20T05:16:00,Routine PM: Annual Track Parameter Tamping & Alignment Check.,COMPLETED,314,T-302
HIST-06154,TASK-06197,2024-08-19T00:01:00,2024-08-19T04:47:00,Routine PM: Annual Track Parameter Tamping & Alignment Check.,COMPLETED,286,T-201 (Signal Staff)
HIST-06155,TASK-06198,2025-08-18T23:59:00,2025-08-19T04:59:00,Routine PM: Annual Track Parameter Tamping & Alignment Check.,COMPLETED,300,T-301 (OHE Gang)
HIST-06180,TASK-06223,2023-10-22T00:12:00,2023-10-22T05:08:00,Routine PM: Annual Track Parameter Tamping & Alignment Check.,COMPLETED,296,T-302
HIST-06181,TASK-06224,2024-10-21T00:28:00,2024-10-21T05:21:00,Routine PM: Annual Track Parameter Tamping & Alignment Check.,COMPLETED,293,T-301 (OHE Gang)
HIST-06182,TASK-06225,2025-10-20T23:36:00,2025-10-21T04:41:00,Routine PM: Annual Track Parameter Tamping & Alignment Check.,COMPLETED,305,T-302
HIST-06201,TASK-06244,2023-11-28T00:20:00,2023-11-28T05:33:00,Routine PM: Annual Track Parameter Tamping & Alignment Check.,COMPLETED,313,T-202
HIST-06202,TASK-06245,2024-11-27T00:22:00,2024-11-27T05:13:00,Routine PM: Annual Track Parameter Tamping & Alignment Check.,COMPLETED,291,T-201 (Signal Staff)
HIST-06203,TASK-06246,2025-11-27T00:15:00,2025-11-27T05:26:00,Routine PM: Annual Track Parameter Tamping & Alignment Check.,COMPLETED,311,T-201 (Signal Staff)
HIST-06204,TASK-06247,2023-11-09T00:01:00,2023-11-09T04:50:00,Routine PM: Annual Track Parameter Tamping & Alignment Check.,COMPLETED,289,T-301 (OHE Gang)
HIST-06205,TASK-06248,2024-11-07T23:46:00,2024-11-08T04:35:00,Routine PM: Annual Track Parameter Tamping & Alignment Check.,COMPLETED,289,T-101 (Engineering Gang)
HIST-06206,TASK-06249,2025-11-08T00:27:00,2025-11-08T05:35:00,Routine PM: Annual Track Parameter Tamping & Alignment Check.,COMPLETED,308,T-102
HIST-06207,TASK-06250,2023-09-14T00:03:00,2023-09-14T04:54:00,Routine PM: Annual Track Parameter Tamping & Alignment Check.,COMPLETED,291,T-202
HIST-06208,TASK-06251,2024-09-13T00:29:00,2024-09-13T05:33:00,Routine PM: Annual Track Parameter Tamping & Alignment Check.,COMPLETED,304,T-101 (Engineering Gang)
HIST-06209,TASK-06252,2025-09-12T23:46:00,2025-09-13T04:53:00,Routine PM: Annual Track Parameter Tamping & Alignment Check.,COMPLETED,307,T-202
