asset_id,asset_type_id,section_id,location_km,installation_date,status,last_inspected_date
AST-062,AT-007,SEC-004,11.636,2014-02-25,OPERATIONAL,2026-07-30
AST-071,AT-007,SEC-005,23.897,2022-01-05,OPERATIONAL,2026-07-16
AST-074,AT-008,SEC-005,19.587,2021-09-27,OPERATIONAL,2026-07-15
AST-076,AT-006,SEC-004,9.466,2019-02-16,OPERATIONAL,2026-07-03
AST-078,AT-007,SEC-005,27.457,2018-01-10,OPERATIONAL,2026-07-28
AST-093,AT-007,SEC-005,22.284,2018-01-02,OPERATIONAL,2026-07-24
AST-095,AT-008,SEC-006,26.233,2020-08-19,OPERATIONAL,2026-07-16
AST-096,AT-007,SEC-004,14.301,2022-07-31,OPERATIONAL,2026-07-15
AST-098,AT-008,SEC-004,13.085,2020-03-09,OPERATIONAL,2026-07-23
AST-099,AT-006,SEC-006,20.263,2016-10-20,OPERATIONAL,2026-07-24
AST-100,AT-009,SEC-003,9.074,2014-02-28,OPERATIONAL,2026-07-22
AST-104,AT-008,SEC-004,10.806,2015-03-24,OPERATIONAL,2026-07-25
AST-105,AT-005,SEC-004,10.517,2014-10-12,OPERATIONAL,2026-07-10
AST-106,AT-005,SEC-005,21.743,2021-03-22,OPERATIONAL,2026-07-09
AST-107,AT-008,SEC-006,24.28,2016-04-25,OPERATIONAL,2026-07-06
AST-108,AT-008,SEC-005,26.835,2016-12-03,OPERATIONAL,2026-07-22
AST-109,AT-009,SEC-004,18.318,2014-03-30,OPERATIONAL,2026-07-07
AST-114,AT-006,SEC-001,3.319,2018-11-15,OPERATIONAL,2026-07-14
AST-115,AT-008,SEC-001,1.655,2017-11-15,OPERATIONAL,2026-07-26
AST-118,AT-009,SEC-005,27.58,2017-02-09,OPERATIONAL,2026-07-14
AST-120,AT-008,SEC-006,20.985,2017-05-05,OPERATIONAL,2026-07-02
AST-122,AT-005,SEC-001,5.142,2021-01-23,OPERATIONAL,2026-07-22
AST-129,AT-005,SEC-005,28.03,2017-05-15,OPERATIONAL,2026-07-15
AST-130,AT-007,SEC-002,4.847,2014-03-13,OPERATIONAL,2026-07-21
AST-131,AT-006,SEC-003,9.243,2022-04-18,OPERATIONAL,2026-07-20
AST-136,AT-005,SEC-005,25.328,2022-06-11,OPERATIONAL,2026-07-25
AST-138,AT-008,SEC-006,20.877,2020-08-10,OPERATIONAL,2026-07-29
AST-139,AT-007,SEC-005,26.774,2016-07-19,OPERATIONAL,2026-07-30
AST-145,AT-007,SEC-005,19.591,2020-06-10,OPERATIONAL,2026-07-26
AST-147,AT-008,SEC-004,17.119,2021-07-16,OPERATIONAL,2026-07-11
AST-149,AT-008,SEC-005,24.278,2017-10-24,OPERATIONAL,2026-07-19
AST-157,AT-008,SEC-004,13.065,2020-07-07,OPERATIONAL,2026-07-07
AST-159,AT-005,SEC-005,25.165,2021-12-25,OPERATIONAL,2026-07-04
AST-161,AT-008,SEC-005,24.865,2015-08-25,OPERATIONAL,2026-07-20
AST-164,AT-005,SEC-002,5.004,2019-08-14,OPERATIONAL,2026-07-14
AST-165,AT-006,SEC-002,1.391,2021-09-28,OPERATIONAL,2026-07-28
AST-170,AT-009,SEC-002,5.181,2019-08-09,OPERATIONAL,2026-07-13
AST-172,AT-009,SEC-003,13.05,2017-04-30,OPERATIONAL,2026-07-31
AST-173,AT-008,SEC-003,13.755,2017-01-17,OPERATIONAL,2026-07-09
AST-174,AT-009,SEC-001,7.115,2014-05-07,OPERATIONAL,2026-07-14
AST-177,AT-007,SEC-005,19.862,2014-02-07,OPERATIONAL,2026-07-23
AST-179,AT-008,SEC-001,3.76,2018-01-02,OPERATIONAL,2026-07-10
AST-181,AT-008,SEC-005,19.83,2021-08-06,OPERATIONAL,2026-07-27
AST-184,AT-005,SEC-002,4.148,2015-08-08,OPERATIONAL,2026-07-12
AST-187,AT-005,SEC-006,24.98,2019-11-25,OPERATIONAL,2026-07-19
AST-188,AT-007,SEC-005,19.623,2018-01-03,OPERATIONAL,2026-07-07
AST-194,AT-005,SEC-003,16.35,2016-01-01,OPERATIONAL,2026-07-26
AST-195,AT-008,SEC-002,3.572,2017-02-25,OPERATIONAL,2026-07-09
AST-198,AT-007,SEC-006,23.757,2018-04-23,OPERATIONAL,2026-07-31
AST-200,AT-009,SEC-003,18.002,2017-08-24,OPERATIONAL,2026-07-12
AST-205,AT-008,SEC-005,19.823,2021-10-25,OPERATIONAL,2026-07-12
AST-208,AT-007,SEC-001,0.368,2013-08-27,OPERATIONAL,2026-07-05
AST-210,AT-009,SEC-006,26.633,2020-09-04,OPERATIONAL,2026-07-20
AST-213,AT-005,SEC-004,18.364,2014-12-26,OPERATIONAL,2026-07-08
AST-214,AT-005,SEC-004,18.87,2015-12-30,OPERATIONAL,2026-07-25
AST-217,AT-009,SEC-003,19.416,2019-04-10,OPERATIONAL,2026-07-10
AST-221,AT-009,SEC-003,15.794,2014-07-02,OPERATIONAL,2026-07-02
AST-223,AT-007,SEC-004,8.384,2018-06-29,OPERATIONAL,2026-07-28
AST-224,AT-005,SEC-003,11.757,2017-12-04,OPERATIONAL,2026-07-21
AST-226,AT-007,SEC-002,2.056,2017-03-07,OPERATIONAL,2026-07-05
AST-228,AT-005,SEC-002,6.033,2020-01-20,OPERATIONAL,2026-07-30
AST-231,AT-007,SEC-005,22.929,2015-06-04,OPERATIONAL,2026-07-22
AST-233,AT-009,SEC-003,18.525,2020-02-07,OPERATIONAL,2026-07-17
AST-234,AT-008,SEC-006,22.22,2018-01-02,OPERATIONAL,2026-07-07
AST-239,AT-007,SEC-001,5.522,2020-02-24,OPERATIONAL,2026-07-10
AST-240,AT-006,SEC-003,9.143,2014-11-23,OPERATIONAL,2026-07-12
AST-243,AT-009,SEC-001,0.405,2018-11-04,OPERATIONAL,2026-07-22
AST-245,AT-009,SEC-002,6.504,2019-12-21,OPERATIONAL,2026-07-02
AST-248,AT-005,SEC-002,0.119,2013-09-22,OPERATIONAL,2026-07-23
AST-251,AT-007,SEC-005,24.843,2017-07-07,OPERATIONAL,2026-07-04
AST-252,AT-009,SEC-001,5.818,2015-03-13,OPERATIONAL,2026-07-16
AST-253,AT-008,SEC-006,28.176,2021-11-25,OPERATIONAL,2026-07-17
AST-255,AT-008,SEC-001,7.194,2018-12-21,OPERATIONAL,2026-07-07
AST-256,AT-005,SEC-002,2.2,2015-06-26,OPERATIONAL,2026-07-25
AST-257,AT-007,SEC-004,19.438,2016-08-19,OPERATIONAL,2026-07-14
AST-260,AT-006,SEC-004,11.898,2017-07-01,OPERATIONAL,2026-07-08
AST-264,AT-006,SEC-005,20.04,2016-04-14,OPERATIONAL,2026-07-06
AST-265,AT-005,SEC-004,12.066,2015-02-14,OPERATIONAL,2026-07-10
AST-267,AT-007,SEC-001,4.623,2020-03-13,OPERATIONAL,2026-07-04
AST-271,AT-009,SEC-001,4.872,2015-03-17,OPERATIONAL,2026-07-19
AST-274,AT-008,SEC-001,1.135,2015-06-26,OPERATIONAL,2026-07-29
AST-276,AT-007,SEC-002,2.96,2014-06-29,OPERATIONAL,2026-07-28
AST-278,AT-005,SEC-003,13.096,2017-10-30,OPERATIONAL,2026-07-11
AST-279,AT-008,SEC-004,11.141,2014-02-12,OPERATIONAL,2026-07-18
AST-280,AT-007,SEC-004,9.275,2014-12-24,OPERATIONAL,2026-07-08
AST-281,AT-008,SEC-005,25.504,2022-01-27,OPERATIONAL,2026-07-17
AST-285,AT-009,SEC-005,27.0,2018-08-12,OPERATIONAL,2026-07-07
AST-288,AT-007,SEC-001,3.24,2018-12-10,OPERATIONAL,2026-07-25
AST-290,AT-005,SEC-002,3.485,2018-02-03,OPERATIONAL,2026-07-08
AST-291,AT-008,SEC-003,16.577,2020-02-06,OPERATIONAL,2026-07-03
AST-293,AT-006,SEC-003,12.038,2015-05-07,OPERATIONAL,2026-07-10
AST-296,AT-008,SEC-005,26.339,2017-07-20,OPERATIONAL,2026-07-19
AST-297,AT-009,SEC-006,25.218,2015-07-31,OPERATIONAL,2026-07-21
AST-299,AT-007,SEC-003,14.801,2018-08-21,OPERATIONAL,2026-07-11
AST-300,AT-007,SEC-004,13.197,2021-12-11,OPERATIONAL,2026-07-18
AST-302,AT-009,SEC-004,13.321,2016-05-14,OPERATIONAL,2026-07-15
AST-304,AT-007,SEC-005,23.781,2020-11-22,OPERATIONAL,2026-07-09
AST-312,AT-007,SEC-003,19.129,2014-10-02,OPERATIONAL,2026-07-21
AST-313,AT-006,SEC-005,25.88,2021-08-19,OPERATIONAL,2026-07-12
AST-315,AT-009,SEC-001,5.168,2017-11-01,OPERATIONAL,2026-07-17
AST-316,AT-005,SEC-003,11.552,2020-03-07,OPERATIONAL,2026-07-19
AST-320,AT-009,SEC-004,9.774,2020-07-22,OPERATIONAL,2026-07-03
AST-322,AT-005,SEC-004,12.189,2014-07-07,OPERATIONAL,2026-07-13
AST-325,AT-006,SEC-003,15.801,2016-03-09,OPERATIONAL,2026-07-29
AST-327,AT-006,SEC-002,6.41,2021-01-12,OPERATIONAL,2026-07-28
AST-329,AT-005,SEC-006,27.113,2021-03-09,OPERATIONAL,2026-07-17
AST-333,AT-006,SEC-004,19.437,2018-05-19,OPERATIONAL,2026-07-07
AST-336,AT-006,SEC-006,23.722,2015-09-07,OPERATIONAL,2026-07-11
AST-338,AT-009,SEC-005,23.309,2013-11-17,OPERATIONAL,2026-07-03
AST-340,AT-009,SEC-004,8.722,2016-12-23,OPERATIONAL,2026-07-18
AST-341,AT-005,SEC-006,24.138,2019-11-15,OPERATIONAL,2026-07-11
AST-342,AT-007,SEC-004,8.018,2018-08-17,OPERATIONAL,2026-07-16
AST-344,AT-007,SEC-001,7.627,2016-06-25,OPERATIONAL,2026-07-09
AST-345,AT-009,SEC-005,19.683,2017-04-24,OPERATIONAL,2026-07-05
AST-348,AT-009,SEC-006,26.31,2021-02-01,OPERATIONAL,2026-07-13
AST-350,AT-008,SEC-006,21.141,2021-01-26,OPERATIONAL,2026-07-05
AST-356,AT-008,SEC-003,19.198,2017-01-07,OPERATIONAL,2026-07-29
AST-357,AT-007,SEC-005,21.9,2021-08-28,OPERATIONAL,2026-07-10
AST-358,AT-005,SEC-004,14.928,2020-07-23,OPERATIONAL,2026-07-19
AST-359,AT-007,SEC-001,0.641,2015-03-04,OPERATIONAL,2026-07-24
AST-361,AT-007,SEC-004,8.487,2018-08-18,OPERATIONAL,2026-07-05
AST-362,AT-008,SEC-003,15.354,2013-09-16,OPERATIONAL,2026-07-14
AST-364,AT-006,SEC-001,1.142,2015-10-09,OPERATIONAL,2026-07-04
AST-365,AT-008,SEC-001,1.01,2019-12-09,OPERATIONAL,2026-07-02
AST-370,AT-008,SEC-005,22.983,2016-04-14,OPERATIONAL,2026-07-30
AST-373,AT-008,SEC-001,6.484,2018-12-31,OPERATIONAL,2026-07-03
AST-374,AT-005,SEC-005,24.38,2019-03-22,OPERATIONAL,2026-07-31
AST-378,AT-008,SEC-005,20.668,2021-08-13,OPERATIONAL,2026-07-27
AST-380,AT-008,SEC-005,20.164,2019-01-11,OPERATIONAL,2026-07-21
AST-381,AT-008,SEC-004,15.821,2018-09-20,OPERATIONAL,2026-07-09
AST-387,AT-009,SEC-006,21.018,2016-01-27,OPERATIONAL,2026-07-13
AST-390,AT-005,SEC-004,18.223,2016-06-19,OPERATIONAL,2026-07-19
AST-392,AT-008,SEC-001,5.509,2020-10-23,OPERATIONAL,2026-07-21
AST-393,AT-008,SEC-004,10.346,2015-10-13,OPERATIONAL,2026-07-19
AST-398,AT-006,SEC-003,18.738,2014-07-01,OPERATIONAL,2026-07-10
AST-400,AT-007,SEC-004,8.267,2018-03-05,OPERATIONAL,2026-07-11
AST-401,AT-006,SEC-002,4.667,2022-01-14,OPERATIONAL,2026-07-11
AST-403,AT-007,SEC-005,19.574,2021-05-18,OPERATIONAL,2026-07-16
AST-404,AT-007,SEC-006,22.792,2018-01-23,OPERATIONAL,2026-07-16
AST-409,AT-007,SEC-002,1.592,2016-11-15,OPERATIONAL,2026-07-15
AST-410,AT-005,SEC-001,0.311,2014-08-01,OPERATIONAL,2026-07-24
AST-414,AT-009,SEC-003,13.461,2022-05-25,OPERATIONAL,2026-07-17
AST-417,AT-009,SEC-005,21.548,2022-01-03,OPERATIONAL,2026-07-13
AST-418,AT-006,SEC-005,25.161,2015-08-20,OPERATIONAL,2026-07-17
AST-421,AT-008,SEC-006,21.335,2016-12-15,OPERATIONAL,2026-07-23
AST-424,AT-008,SEC-003,19.002,2017-06-06,OPERATIONAL,2026-07-18
AST-427,AT-006,SEC-002,2.232,2019-03-28,OPERATIONAL,2026-07-20
AST-429,AT-007,SEC-004,12.011,2013-08-31,OPERATIONAL,2026-07-08
AST-430,AT-007,SEC-001,4.588,2016-06-29,OPERATIONAL,2026-07-19
AST-433,AT-008,SEC-002,1.617,2016-07-17,OPERATIONAL,2026-07-25
AST-435,AT-006,SEC-001,5.359,2016-08-17,OPERATIONAL,2026-07-02
AST-437,AT-005,SEC-006,26.437,2022-07-11,OPERATIONAL,2026-07-30
AST-439,AT-006,SEC-003,11.693,2015-05-05,OPERATIONAL,2026-07-14
AST-441,AT-005,SEC-002,3.343,2020-08-11,OPERATIONAL,2026-07-19
AST-445,AT-008,SEC-002,6.808,2017-05-02,OPERATIONAL,2026-07-21
AST-447,AT-006,SEC-001,5.893,2013-09-19,OPERATIONAL,2026-07-18
AST-450,AT-005,SEC-002,7.853,2017-03-25,OPERATIONAL,2026-07-27
AST-452,AT-007,SEC-003,11.472,2014-06-24,OPERATIONAL,2026-07-09
AST-453,AT-007,SEC-006,22.736,2019-12-08,OPERATIONAL,2026-07-03
AST-455,AT-007,SEC-006,20.557,2019-04-11,OPERATIONAL,2026-07-02
AST-462,AT-006,SEC-006,24.748,2021-07-25,OPERATIONAL,2026-07-24
AST-464,AT-009,SEC-001,4.47,2015-01-15,OPERATIONAL,2026-07-13
AST-466,AT-009,SEC-001,0.362,2018-09-20,OPERATIONAL,2026-07-07
AST-467,AT-009,SEC-001,7.477,2021-10-23,OPERATIONAL,2026-07-24
AST-474,AT-009,SEC-004,14.117,2020-01-04,OPERATIONAL,2026-07-04
AST-478,AT-008,SEC-005,25.548,2022-01-14,OPERATIONAL,2026-07-30
AST-483,AT-008,SEC-003,11.164,2016-05-04,OPERATIONAL,2026-07-08
AST-485,AT-005,SEC-003,18.828,2015-01-21,OPERATIONAL,2026-07-05
AST-489,AT-008,SEC-005,24.27,2018-03-25,OPERATIONAL,2026-07-24
AST-496,AT-006,SEC-006,24.94,2020-04-16,OPERATIONAL,2026-07-08
AST-500,AT-007,SEC-002,2.966,2017-12-10,OPERATIONAL,2026-07-07
AST-502,AT-009,SEC-005,25.98,2019-04-10,OPERATIONAL,2026-07-05
AST-504,AT-007,SEC-003,16.779,2017-02-07,OPERATIONAL,2026-07-26
AST-506,AT-007,SEC-002,1.12,2016-06-15,OPERATIONAL,2026-07-18
AST-507,AT-009,SEC-006,28.115,2016-09-15,OPERATIONAL,2026-07-20
AST-509,AT-006,SEC-001,5.657,2022-06-25,OPERATIONAL,2026-07-14
AST-511,AT-009,SEC-004,15.582,2022-05-29,OPERATIONAL,2026-07-08
AST-514,AT-006,SEC-001,7.344,2016-09-14,OPERATIONAL,2026-07-29
AST-517,AT-006,SEC-006,21.533,2014-11-30,OPERATIONAL,2026-07-30
AST-520,AT-005,SEC-006,21.042,2016-12-23,OPERATIONAL,2026-07-24
AST-524,AT-007,SEC-005,24.572,2022-03-20,OPERATIONAL,2026-07-23
AST-529,AT-007,SEC-001,0.781,2019-12-25,OPERATIONAL,2026-07-27
AST-533,AT-009,SEC-006,22.921,2013-12-04,OPERATIONAL,2026-07-10
AST-534,AT-006,SEC-006,20.162,2019-07-31,OPERATIONAL,2026-07-13
AST-538,AT-009,SEC-004,9.188,2021-07-30,OPERATIONAL,2026-07-29
AST-544,AT-005,SEC-003,10.895,2019-10-26,OPERATIONAL,2026-07-14
AST-545,AT-008,SEC-005,25.05,2017-06-13,OPERATIONAL,2026-07-29
AST-556,AT-006,SEC-003,15.575,2014-07-25,OPERATIONAL,2026-07-07
AST-557,AT-008,SEC-001,3.593,2015-11-17,OPERATIONAL,2026-07-25
AST-558,AT-008,SEC-005,24.06,2014-10-29,OPERATIONAL,2026-07-23
AST-559,AT-005,SEC-003,16.069,2016-07-24,OPERATIONAL,2026-07-27
AST-560,AT-005,SEC-001,6.152,2015-03-18,OPERATIONAL,2026-07-30
AST-561,AT-006,SEC-006,25.014,2016-04-08,OPERATIONAL,2026-07-07
AST-569,AT-008,SEC-003,8.773,2022-01-30,OPERATIONAL,2026-07-22
AST-572,AT-007,SEC-005,23.337,2017-05-27,OPERATIONAL,2026-07-19
AST-574,AT-008,SEC-001,5.899,2020-05-15,OPERATIONAL,2026-07-23
AST-575,AT-008,SEC-004,8.051,2020-03-05,OPERATIONAL,2026-07-09
AST-578,AT-008,SEC-005,28.193,2019-01-26,OPERATIONAL,2026-07-17
AST-579,AT-009,SEC-004,14.751,2018-09-06,OPERATIONAL,2026-07-15
AST-581,AT-007,SEC-005,24.812,2015-01-18,OPERATIONAL,2026-07-11
AST-585,AT-006,SEC-005,21.002,2019-05-06,OPERATIONAL,2026-07-22
AST-589,AT-008,SEC-004,9.923,2016-03-30,OPERATIONAL,2026-07-25
AST-591,AT-006,SEC-004,14.505,2013-12-02,OPERATIONAL,2026-07-03
AST-596,AT-007,SEC-001,3.513,2021-04-08,OPERATIONAL,2026-07-28
AST-598,AT-009,SEC-006,23.354,2015-09-04,OPERATIONAL,2026-07-13
AST-604,AT-006,SEC-002,1.17,2018-12-21,OPERATIONAL,2026-07-10
AST-606,AT-007,SEC-006,23.228,2017-07-07,OPERATIONAL,2026-07-31
AST-608,AT-007,SEC-004,18.928,2018-11-30,OPERATIONAL,2026-07-11
AST-609,AT-005,SEC-006,28.249,2015-06-19,OPERATIONAL,2026-07-14
AST-610,AT-007,SEC-001,6.365,2018-02-14,OPERATIONAL,2026-07-24
AST-619,AT-006,SEC-004,15.538,2014-09-10,OPERATIONAL,2026-07-16
AST-628,AT-008,SEC-002,0.694,2021-06-16,OPERATIONAL,2026-07-09
AST-633,AT-007,SEC-006,19.991,2013-09-06,OPERATIONAL,2026-07-20
AST-635,AT-005,SEC-005,27.499,2022-06-13,OPERATIONAL,2026-07-26
AST-637,AT-009,SEC-006,21.055,2017-04-20,OPERATIONAL,2026-07-21
AST-641,AT-008,SEC-001,5.124,2016-07-21,OPERATIONAL,2026-07-28
AST-642,AT-007,SEC-001,2.479,2016-11-06,OPERATIONAL,2026-07-21
AST-644,AT-005,SEC-003,16.035,2014-05-26,OPERATIONAL,2026-07-16
AST-647,AT-005,SEC-001,5.663,2014-09-19,OPERATIONAL,2026-07-25
AST-657,AT-008,SEC-002,2.574,2017-12-01,OPERATIONAL,2026-07-08
AST-663,AT-006,SEC-004,12.235,2017-01-19,OPERATIONAL,2026-07-16
AST-668,AT-005,SEC-002,4.239,2019-11-30,OPERATIONAL,2026-07-10
AST-669,AT-005,SEC-002,5.693,2021-07-16,OPERATIONAL,2026-07-21
AST-671,AT-005,SEC-005,20.36,2021-02-01,OPERATIONAL,2026-07-06
AST-672,AT-008,SEC-001,4.735,2021-11-19,OPERATIONAL,2026-07-04
AST-673,AT-006,SEC-002,2.333,2019-01-19,OPERATIONAL,2026-07-09
AST-677,AT-008,SEC-001,4.287,2013-12-11,OPERATIONAL,2026-07-10
AST-683,AT-009,SEC-002,0.758,2021-06-10,OPERATIONAL,2026-07-28
AST-686,AT-005,SEC-005,24.775,2021-09-28,OPERATIONAL,2026-07-14
AST-692,AT-007,SEC-004,12.738,2016-05-29,OPERATIONAL,2026-07-28
AST-693,AT-005,SEC-003,12.405,2017-11-18,OPERATIONAL,2026-07-27
AST-699,AT-009,SEC-002,7.792,2021-06-17,OPERATIONAL,2026-07-24
AST-704,AT-007,SEC-005,24.572,2016-04-08,OPERATIONAL,2026-07-26
AST-706,AT-005,SEC-001,1.861,2020-02-17,OPERATIONAL,2026-07-11
AST-713,AT-008,SEC-006,22.356,2014-08-27,OPERATIONAL,2026-07-10
AST-715,AT-006,SEC-004,11.528,2014-11-11,OPERATIONAL,2026-07-26
AST-722,AT-007,SEC-003,17.051,2014-07-04,OPERATIONAL,2026-07-10
AST-738,AT-005,SEC-003,17.026,2017-04-21,OPERATIONAL,2026-07-25
AST-739,AT-007,SEC-001,5.135,2018-03-28,OPERATIONAL,2026-07-08
AST-742,AT-006,SEC-006,25.507,2021-08-15,OPERATIONAL,2026-07-12
AST-743,AT-009,SEC-004,19.163,2015-12-21,OPERATIONAL,2026-07-08
AST-746,AT-005,SEC-004,18.382,2014-07-29,OPERATIONAL,2026-07-12
AST-006,AT-010,SEC-002,5.585,2018-10-08,OPERATIONAL,2026-07-23
AST-017,AT-011,SEC-001,6.44,2018-01-31,OPERATIONAL,2026-06-23
AST-025,AT-014,SEC-003,19.167,2022-06-15,OPERATIONAL,2026-06-26
AST-029,AT-016,SEC-006,22.186,2015-06-02,OPERATIONAL,2026-06-26
AST-033,AT-010,SEC-001,5.855,2021-10-22,OPERATIONAL,2026-07-03
AST-034,AT-014,SEC-002,1.027,2017-04-03,OPERATIONAL,2026-07-02
AST-035,AT-011,SEC-003,14.068,2015-10-13,OPERATIONAL,2026-07-14
AST-041,AT-010,SEC-005,21.642,2015-01-30,OPERATIONAL,2026-07-18
AST-045,AT-010,SEC-006,25.381,2015-05-04,OPERATIONAL,2026-06-21
AST-050,AT-010,SEC-002,1.33,2017-02-19,OPERATIONAL,2026-07-28
AST-052,AT-012,SEC-004,11.28,2014-10-09,OPERATIONAL,2026-06-24
AST-053,AT-016,SEC-005,25.457,2017-02-15,OPERATIONAL,2026-07-17
AST-058,AT-013,SEC-001,7.533,2016-03-12,OPERATIONAL,2026-07-26
AST-063,AT-010,SEC-004,15.143,2016-04-08,OPERATIONAL,2026-06-26
AST-064,AT-010,SEC-005,21.418,2019-08-11,OPERATIONAL,2026-06-30
AST-067,AT-016,SEC-006,24.26,2015-02-04,OPERATIONAL,2026-06-26
AST-068,AT-012,SEC-006,20.432,2021-01-28,OPERATIONAL,2026-07-24
AST-073,AT-015,SEC-003,9.858,2017-08-18,OPERATIONAL,2026-06-07
AST-075,AT-015,SEC-002,4.365,2018-06-11,OPERATIONAL,2026-07-06
AST-079,AT-015,SEC-002,7.406,2019-12-06,OPERATIONAL,2026-07-23
AST-080,AT-016,SEC-002,7.051,2022-04-22,OPERATIONAL,2026-07-22
AST-082,AT-012,SEC-002,6.299,2021-05-16,OPERATIONAL,2026-06-02
AST-092,AT-014,SEC-003,15.629,2021-03-09,OPERATIONAL,2026-06-18
AST-110,AT-013,SEC-003,16.645,2015-06-08,OPERATIONAL,2026-06-25
AST-113,AT-010,SEC-002,1.207,2018-04-16,OPERATIONAL,2026-06-14
AST-117,AT-012,SEC-004,17.815,2017-11-19,OPERATIONAL,2026-07-27
AST-121,AT-014,SEC-005,19.743,2018-03-02,OPERATIONAL,2026-07-01
AST-123,AT-011,SEC-001,2.081,2018-11-30,OPERATIONAL,2026-07-26
AST-127,AT-015,SEC-001,6.034,2019-10-24,OPERATIONAL,2026-06-14
AST-132,AT-014,SEC-006,27.672,2018-05-17,OPERATIONAL,2026-07-15
AST-135,AT-014,SEC-001,2.778,2017-10-12,OPERATIONAL,2026-07-20
AST-137,AT-016,SEC-004,9.214,2018-07-10,OPERATIONAL,2026-06-05
AST-140,AT-013,SEC-004,17.496,2015-12-10,OPERATIONAL,2026-07-28
AST-150,AT-014,SEC-003,12.046,2017-06-30,OPERATIONAL,2026-06-02
AST-156,AT-015,SEC-004,9.18,2022-06-12,OPERATIONAL,2026-06-07
AST-158,AT-012,SEC-004,9.312,2021-11-07,OPERATIONAL,2026-07-07
AST-163,AT-013,SEC-003,14.539,2021-11-28,OPERATIONAL,2026-06-10
AST-168,AT-010,SEC-006,21.601,2019-08-14,OPERATIONAL,2026-07-03
AST-169,AT-015,SEC-005,25.451,2020-05-13,OPERATIONAL,2026-07-02
AST-171,AT-010,SEC-001,1.327,2019-02-19,OPERATIONAL,2026-06-05
AST-176,AT-014,SEC-005,28.057,2014-01-03,OPERATIONAL,2026-06-28
AST-183,AT-016,SEC-001,5.261,2016-07-01,OPERATIONAL,2026-06-16
AST-185,AT-015,SEC-004,16.74,2020-04-20,OPERATIONAL,2026-07-08
AST-190,AT-013,SEC-006,22.127,2014-09-03,OPERATIONAL,2026-07-14
AST-193,AT-012,SEC-004,11.909,2013-10-01,OPERATIONAL,2026-07-09
AST-197,AT-011,SEC-005,22.947,2013-11-20,OPERATIONAL,2026-06-15
AST-202,AT-011,SEC-001,3.756,2019-08-12,OPERATIONAL,2026-06-28
AST-204,AT-016,SEC-005,22.92,2019-01-12,OPERATIONAL,2026-06-07
AST-207,AT-016,SEC-006,25.835,2021-06-16,OPERATIONAL,2026-06-10
AST-212,AT-011,SEC-002,3.689,2019-09-26,OPERATIONAL,2026-07-08
AST-219,AT-010,SEC-005,26.207,2019-05-17,OPERATIONAL,2026-06-25
AST-220,AT-011,SEC-005,26.717,2020-02-16,OPERATIONAL,2026-06-03
AST-222,AT-015,SEC-002,5.026,2015-07-19,OPERATIONAL,2026-06-02
AST-227,AT-012,SEC-006,27.334,2021-04-17,OPERATIONAL,2026-06-07
AST-229,AT-015,SEC-006,28.319,2016-05-02,OPERATIONAL,2026-06-08
AST-232,AT-010,SEC-006,21.604,2022-04-21,OPERATIONAL,2026-07-26
AST-238,AT-015,SEC-001,6.67,2015-09-06,OPERATIONAL,2026-06-07
AST-242,AT-016,SEC-004,9.054,2020-03-16,OPERATIONAL,2026-07-22
AST-247,AT-014,SEC-003,17.183,2021-05-08,OPERATIONAL,2026-06-25
AST-249,AT-014,SEC-003,8.181,2019-08-11,OPERATIONAL,2026-06-12
AST-254,AT-016,SEC-004,12.902,2021-05-16,OPERATIONAL,2026-07-11
AST-259,AT-015,SEC-005,25.988,2020-03-04,OPERATIONAL,2026-07-29
AST-266,AT-013,SEC-006,19.963,2019-05-11,OPERATIONAL,2026-06-02
AST-269,AT-012,SEC-001,6.101,2016-02-23,OPERATIONAL,2026-07-12
AST-272,AT-012,SEC-001,1.443,2014-09-14,OPERATIONAL,2026-06-19
AST-273,AT-012,SEC-003,8.07,2020-12-23,OPERATIONAL,2026-07-06
AST-275,AT-010,SEC-006,24.274,2018-05-14,OPERATIONAL,2026-07-16
AST-283,AT-016,SEC-003,11.329,2021-03-28,OPERATIONAL,2026-06-08
AST-287,AT-014,SEC-004,14.594,2014-08-17,OPERATIONAL,2026-06-04
AST-294,AT-011,SEC-001,1.172,2020-05-15,OPERATIONAL,2026-07-10
AST-303,AT-015,SEC-001,3.598,2016-03-04,OPERATIONAL,2026-06-24
AST-305,AT-013,SEC-001,6.488,2018-09-25,OPERATIONAL,2026-07-06
AST-306,AT-010,SEC-005,25.315,2022-02-22,OPERATIONAL,2026-06-13
AST-311,AT-014,SEC-002,2.667,2016-01-19,OPERATIONAL,2026-06-23
AST-319,AT-014,SEC-001,5.295,2013-12-28,OPERATIONAL,2026-07-30
AST-321,AT-016,SEC-005,26.781,2020-09-22,OPERATIONAL,2026-07-10
AST-324,AT-011,SEC-005,21.653,2013-10-15,OPERATIONAL,2026-06-09
AST-326,AT-013,SEC-003,16.948,2016-12-11,OPERATIONAL,2026-07-04
AST-328,AT-010,SEC-006,23.825,2018-06-03,OPERATIONAL,2026-07-12
AST-332,AT-012,SEC-001,3.319,2018-02-20,OPERATIONAL,2026-06-28
AST-352,AT-010,SEC-003,18.734,2016-10-20,OPERATIONAL,2026-06-13
AST-363,AT-010,SEC-006,25.238,2018-07-05,OPERATIONAL,2026-07-30
